AvgFitness=6.37981e-06 StdDev=4.57671e-07 GenBestFitness=8.08118e-06 GenLowestFitness=5.22364e-06 BestFitness=8.08118e-06
AvgFitness=7.91181e-06 StdDev=7.05841e-07 GenBestFitness=1.02546e-05 GenLowestFitness=5.83671e-06 BestFitness=1.02546e-05
AvgFitness=7.92418e-06 StdDev=7.27978e-07 GenBestFitness=1.02546e-05 GenLowestFitness=5.85755e-06 BestFitness=1.02546e-05
AvgFitness=7.91005e-06 StdDev=7.40365e-07 GenBestFitness=1.02546e-05 GenLowestFitness=5.85755e-06 BestFitness=1.02546e-05
AvgFitness=7.94175e-06 StdDev=7.4788e-07 GenBestFitness=1.02546e-05 GenLowestFitness=5.85755e-06 BestFitness=1.02546e-05
AvgFitness=7.91412e-06 StdDev=7.62247e-07 GenBestFitness=1.02546e-05 GenLowestFitness=5.81061e-06 BestFitness=1.02546e-05
AvgFitness=7.91236e-06 StdDev=7.69259e-07 GenBestFitness=1.02546e-05 GenLowestFitness=5.81061e-06 BestFitness=1.02546e-05
AvgFitness=7.954e-06 StdDev=8.11163e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.19742e-06 BestFitness=1.02546e-05
AvgFitness=8.00576e-06 StdDev=7.96927e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.19742e-06 BestFitness=1.02546e-05
AvgFitness=8.04699e-06 StdDev=7.89067e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.26409e-06 BestFitness=1.02546e-05
AvgFitness=8.06555e-06 StdDev=7.52342e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.31699e-06 BestFitness=1.02546e-05
AvgFitness=8.08789e-06 StdDev=7.78594e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.20806e-06 BestFitness=1.02546e-05
AvgFitness=8.12506e-06 StdDev=8.11787e-07 GenBestFitness=1.02546e-05 GenLowestFitness=5.98928e-06 BestFitness=1.02546e-05
AvgFitness=8.12632e-06 StdDev=8.23048e-07 GenBestFitness=1.06487e-05 GenLowestFitness=6.09286e-06 BestFitness=1.06487e-05
AvgFitness=8.15994e-06 StdDev=8.38489e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.09286e-06 BestFitness=1.06487e-05
AvgFitness=8.16727e-06 StdDev=8.31272e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.09286e-06 BestFitness=1.06487e-05
AvgFitness=8.22871e-06 StdDev=8.33789e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.09286e-06 BestFitness=1.06487e-05
AvgFitness=8.25035e-06 StdDev=8.08288e-07 GenBestFitness=1.05262e-05 GenLowestFitness=6.20806e-06 BestFitness=1.06487e-05
AvgFitness=8.29914e-06 StdDev=8.20759e-07 GenBestFitness=1.05262e-05 GenLowestFitness=6.23048e-06 BestFitness=1.06487e-05
AvgFitness=8.35496e-06 StdDev=8.08651e-07 GenBestFitness=1.05262e-05 GenLowestFitness=6.4745e-06 BestFitness=1.06487e-05
AvgFitness=8.33331e-06 StdDev=8.16974e-07 GenBestFitness=1.05262e-05 GenLowestFitness=6.57472e-06 BestFitness=1.06487e-05
AvgFitness=8.34357e-06 StdDev=8.16382e-07 GenBestFitness=1.05262e-05 GenLowestFitness=6.23758e-06 BestFitness=1.06487e-05
AvgFitness=8.35427e-06 StdDev=8.25153e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.26865e-06 BestFitness=1.06487e-05
AvgFitness=8.39727e-06 StdDev=8.4979e-07 GenBestFitness=1.02546e-05 GenLowestFitness=6.41933e-06 BestFitness=1.06487e-05
AvgFitness=8.44331e-06 StdDev=8.7936e-07 GenBestFitness=1.04264e-05 GenLowestFitness=6.41933e-06 BestFitness=1.06487e-05
AvgFitness=8.46205e-06 StdDev=8.79307e-07 GenBestFitness=1.04264e-05 GenLowestFitness=5.97151e-06 BestFitness=1.06487e-05
AvgFitness=8.43182e-06 StdDev=8.59084e-07 GenBestFitness=1.04264e-05 GenLowestFitness=6.21398e-06 BestFitness=1.06487e-05
AvgFitness=8.46465e-06 StdDev=8.50538e-07 GenBestFitness=1.04264e-05 GenLowestFitness=6.21398e-06 BestFitness=1.06487e-05
AvgFitness=8.51892e-06 StdDev=8.20645e-07 GenBestFitness=1.04264e-05 GenLowestFitness=6.21398e-06 BestFitness=1.06487e-05
AvgFitness=8.58083e-06 StdDev=7.96588e-07 GenBestFitness=1.04264e-05 GenLowestFitness=6.28231e-06 BestFitness=1.06487e-05
AvgFitness=8.61383e-06 StdDev=7.92756e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.65423e-06 BestFitness=1.06869e-05
AvgFitness=8.64647e-06 StdDev=7.90772e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.52907e-06 BestFitness=1.06869e-05
AvgFitness=8.68086e-06 StdDev=7.73823e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.49822e-06 BestFitness=1.06869e-05
AvgFitness=8.6447e-06 StdDev=7.78681e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.39931e-06 BestFitness=1.06869e-05
AvgFitness=8.65932e-06 StdDev=7.59348e-07 GenBestFitness=1.08247e-05 GenLowestFitness=6.39931e-06 BestFitness=1.08247e-05
AvgFitness=8.63186e-06 StdDev=7.21476e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.39931e-06 BestFitness=1.08247e-05
AvgFitness=8.60995e-06 StdDev=7.69352e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.39931e-06 BestFitness=1.08247e-05
AvgFitness=8.60201e-06 StdDev=7.72799e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.21481e-06 BestFitness=1.08247e-05
AvgFitness=8.59002e-06 StdDev=7.86456e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.39931e-06 BestFitness=1.08247e-05
AvgFitness=8.64841e-06 StdDev=8.19526e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.39931e-06 BestFitness=1.08247e-05
AvgFitness=8.68013e-06 StdDev=8.1313e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.39931e-06 BestFitness=1.08247e-05
AvgFitness=8.68876e-06 StdDev=7.55233e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.29352e-06 BestFitness=1.08247e-05
AvgFitness=8.63736e-06 StdDev=7.67724e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.21841e-06 BestFitness=1.08247e-05
AvgFitness=8.63114e-06 StdDev=7.66819e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.21841e-06 BestFitness=1.08247e-05
AvgFitness=8.6374e-06 StdDev=7.71207e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.21841e-06 BestFitness=1.08247e-05
AvgFitness=8.64844e-06 StdDev=7.34156e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.62647e-06 BestFitness=1.08247e-05
AvgFitness=8.63904e-06 StdDev=7.52993e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.62647e-06 BestFitness=1.08247e-05
AvgFitness=8.64833e-06 StdDev=7.80058e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.25332e-06 BestFitness=1.08247e-05
AvgFitness=8.61918e-06 StdDev=7.91509e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.25332e-06 BestFitness=1.08247e-05
AvgFitness=8.66676e-06 StdDev=7.8471e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.35851e-06 BestFitness=1.08247e-05
AvgFitness=8.65991e-06 StdDev=7.74278e-07 GenBestFitness=1.06869e-05 GenLowestFitness=6.55926e-06 BestFitness=1.08247e-05
AvgFitness=8.65195e-06 StdDev=7.90007e-07 GenBestFitness=1.0605e-05 GenLowestFitness=6.4416e-06 BestFitness=1.08247e-05
AvgFitness=8.67671e-06 StdDev=7.73858e-07 GenBestFitness=1.06685e-05 GenLowestFitness=6.57086e-06 BestFitness=1.08247e-05
AvgFitness=8.72374e-06 StdDev=7.88541e-07 GenBestFitness=1.06685e-05 GenLowestFitness=6.82174e-06 BestFitness=1.08247e-05
AvgFitness=8.75598e-06 StdDev=7.97197e-07 GenBestFitness=1.07533e-05 GenLowestFitness=6.57758e-06 BestFitness=1.08247e-05
AvgFitness=8.74025e-06 StdDev=7.66608e-07 GenBestFitness=1.07533e-05 GenLowestFitness=6.89701e-06 BestFitness=1.08247e-05
AvgFitness=8.7808e-06 StdDev=7.55481e-07 GenBestFitness=1.07533e-05 GenLowestFitness=6.89701e-06 BestFitness=1.08247e-05
AvgFitness=8.82699e-06 StdDev=7.51707e-07 GenBestFitness=1.07533e-05 GenLowestFitness=6.53717e-06 BestFitness=1.08247e-05
AvgFitness=8.85838e-06 StdDev=7.64849e-07 GenBestFitness=1.07533e-05 GenLowestFitness=6.53717e-06 BestFitness=1.08247e-05
AvgFitness=8.84743e-06 StdDev=7.57457e-07 GenBestFitness=1.07533e-05 GenLowestFitness=6.53717e-06 BestFitness=1.08247e-05
AvgFitness=8.8807e-06 StdDev=7.91153e-07 GenBestFitness=1.11477e-05 GenLowestFitness=6.53717e-06 BestFitness=1.11477e-05
AvgFitness=8.86567e-06 StdDev=7.90112e-07 GenBestFitness=1.11477e-05 GenLowestFitness=6.53717e-06 BestFitness=1.11477e-05
AvgFitness=8.87301e-06 StdDev=8.0073e-07 GenBestFitness=1.11477e-05 GenLowestFitness=6.53717e-06 BestFitness=1.11477e-05
AvgFitness=8.82202e-06 StdDev=8.09268e-07 GenBestFitness=1.11477e-05 GenLowestFitness=6.94253e-06 BestFitness=1.11477e-05
AvgFitness=8.85399e-06 StdDev=8.15395e-07 GenBestFitness=1.1225e-05 GenLowestFitness=6.60056e-06 BestFitness=1.1225e-05
AvgFitness=8.83238e-06 StdDev=8.29193e-07 GenBestFitness=1.1225e-05 GenLowestFitness=6.2461e-06 BestFitness=1.1225e-05
AvgFitness=8.80503e-06 StdDev=8.37475e-07 GenBestFitness=1.1225e-05 GenLowestFitness=6.2461e-06 BestFitness=1.1225e-05
AvgFitness=8.81057e-06 StdDev=8.05276e-07 GenBestFitness=1.07182e-05 GenLowestFitness=6.76564e-06 BestFitness=1.1225e-05
AvgFitness=8.83397e-06 StdDev=8.30333e-07 GenBestFitness=1.13385e-05 GenLowestFitness=6.74962e-06 BestFitness=1.13385e-05
AvgFitness=8.85687e-06 StdDev=8.1684e-07 GenBestFitness=1.08637e-05 GenLowestFitness=6.8682e-06 BestFitness=1.13385e-05
AvgFitness=8.85613e-06 StdDev=7.96737e-07 GenBestFitness=1.08637e-05 GenLowestFitness=6.8682e-06 BestFitness=1.13385e-05
AvgFitness=8.87545e-06 StdDev=8.07683e-07 GenBestFitness=1.08637e-05 GenLowestFitness=6.85348e-06 BestFitness=1.13385e-05
AvgFitness=8.85397e-06 StdDev=8.3018e-07 GenBestFitness=1.08637e-05 GenLowestFitness=6.81711e-06 BestFitness=1.13385e-05
AvgFitness=8.85411e-06 StdDev=8.46165e-07 GenBestFitness=1.08637e-05 GenLowestFitness=6.38035e-06 BestFitness=1.13385e-05
AvgFitness=8.8362e-06 StdDev=8.46934e-07 GenBestFitness=1.08639e-05 GenLowestFitness=6.5489e-06 BestFitness=1.13385e-05
AvgFitness=8.85252e-06 StdDev=8.71879e-07 GenBestFitness=1.08639e-05 GenLowestFitness=6.5489e-06 BestFitness=1.13385e-05
AvgFitness=8.8623e-06 StdDev=8.45855e-07 GenBestFitness=1.08639e-05 GenLowestFitness=6.5489e-06 BestFitness=1.13385e-05
AvgFitness=8.822e-06 StdDev=8.34134e-07 GenBestFitness=1.08639e-05 GenLowestFitness=6.45429e-06 BestFitness=1.13385e-05
AvgFitness=8.83271e-06 StdDev=8.2457e-07 GenBestFitness=1.08639e-05 GenLowestFitness=6.5489e-06 BestFitness=1.13385e-05
AvgFitness=8.81981e-06 StdDev=8.3189e-07 GenBestFitness=1.08639e-05 GenLowestFitness=6.37566e-06 BestFitness=1.13385e-05
AvgFitness=8.78629e-06 StdDev=8.31022e-07 GenBestFitness=1.08639e-05 GenLowestFitness=6.37566e-06 BestFitness=1.13385e-05
AvgFitness=8.80572e-06 StdDev=8.53411e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.37566e-06 BestFitness=1.15537e-05
AvgFitness=8.82523e-06 StdDev=8.44391e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.72323e-06 BestFitness=1.15537e-05
AvgFitness=8.86945e-06 StdDev=8.36482e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.72161e-06 BestFitness=1.15537e-05
AvgFitness=8.88314e-06 StdDev=8.59168e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.72161e-06 BestFitness=1.15537e-05
AvgFitness=8.9605e-06 StdDev=8.91383e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.72323e-06 BestFitness=1.15537e-05
AvgFitness=9.02107e-06 StdDev=8.5478e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.52647e-06 BestFitness=1.15537e-05
AvgFitness=8.97878e-06 StdDev=8.51403e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.52647e-06 BestFitness=1.15537e-05
AvgFitness=9.00451e-06 StdDev=8.73943e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.52647e-06 BestFitness=1.15537e-05
AvgFitness=9.04787e-06 StdDev=8.85482e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.52647e-06 BestFitness=1.15537e-05
AvgFitness=9.09375e-06 StdDev=8.81638e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.52647e-06 BestFitness=1.15537e-05
AvgFitness=9.07864e-06 StdDev=8.45193e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.87116e-06 BestFitness=1.15537e-05
AvgFitness=9.09852e-06 StdDev=8.5123e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.87116e-06 BestFitness=1.15537e-05
AvgFitness=9.12891e-06 StdDev=8.44043e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.76367e-06 BestFitness=1.15537e-05
AvgFitness=9.08588e-06 StdDev=8.43448e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.64335e-06 BestFitness=1.15537e-05
AvgFitness=9.09554e-06 StdDev=8.92636e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.64335e-06 BestFitness=1.15537e-05
AvgFitness=9.09194e-06 StdDev=8.92861e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.64335e-06 BestFitness=1.15537e-05
AvgFitness=9.0983e-06 StdDev=8.65752e-07 GenBestFitness=1.17714e-05 GenLowestFitness=6.64335e-06 BestFitness=1.17714e-05
AvgFitness=9.10857e-06 StdDev=8.58144e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.52197e-06 BestFitness=1.17714e-05
AvgFitness=9.11461e-06 StdDev=8.69574e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.86664e-06 BestFitness=1.17714e-05
AvgFitness=9.08944e-06 StdDev=9.07316e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.85008e-06 BestFitness=1.17714e-05
AvgFitness=9.12183e-06 StdDev=9.26521e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.86664e-06 BestFitness=1.17714e-05
AvgFitness=9.15851e-06 StdDev=9.22573e-07 GenBestFitness=1.16201e-05 GenLowestFitness=6.70052e-06 BestFitness=1.17714e-05
AvgFitness=9.18516e-06 StdDev=9.39931e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.89139e-06 BestFitness=1.17714e-05
AvgFitness=9.19003e-06 StdDev=9.11518e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.89139e-06 BestFitness=1.17714e-05
AvgFitness=9.21265e-06 StdDev=8.65469e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.82711e-06 BestFitness=1.17714e-05
AvgFitness=9.21033e-06 StdDev=8.53705e-07 GenBestFitness=1.15537e-05 GenLowestFitness=7.01346e-06 BestFitness=1.17714e-05
AvgFitness=9.24788e-06 StdDev=8.60176e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.15744e-06 BestFitness=1.17714e-05
AvgFitness=9.25516e-06 StdDev=8.36032e-07 GenBestFitness=1.15537e-05 GenLowestFitness=7.0411e-06 BestFitness=1.17714e-05
AvgFitness=9.30384e-06 StdDev=8.34357e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.94692e-06 BestFitness=1.17714e-05
AvgFitness=9.32373e-06 StdDev=8.24694e-07 GenBestFitness=1.15537e-05 GenLowestFitness=6.99009e-06 BestFitness=1.17714e-05
AvgFitness=9.32952e-06 StdDev=8.38749e-07 GenBestFitness=1.15259e-05 GenLowestFitness=6.82012e-06 BestFitness=1.17714e-05
