AvgFitness=6.39259e-06 StdDev=4.64381e-07 GenBestFitness=7.80408e-06 GenLowestFitness=5.35108e-06 BestFitness=7.80408e-06
AvgFitness=7.83603e-06 StdDev=8.95256e-07 GenBestFitness=1.18915e-05 GenLowestFitness=5.74767e-06 BestFitness=1.19091e-05
AvgFitness=7.81278e-06 StdDev=9.0761e-07 GenBestFitness=1.18915e-05 GenLowestFitness=5.84029e-06 BestFitness=1.19091e-05
AvgFitness=7.76569e-06 StdDev=9.34027e-07 GenBestFitness=1.18915e-05 GenLowestFitness=5.67988e-06 BestFitness=1.19091e-05
AvgFitness=7.73652e-06 StdDev=9.65932e-07 GenBestFitness=1.18915e-05 GenLowestFitness=5.60871e-06 BestFitness=1.19091e-05
AvgFitness=7.72184e-06 StdDev=9.46015e-07 GenBestFitness=1.18915e-05 GenLowestFitness=5.60871e-06 BestFitness=1.19091e-05
AvgFitness=7.77919e-06 StdDev=9.69017e-07 GenBestFitness=1.18915e-05 GenLowestFitness=5.40106e-06 BestFitness=1.19091e-05
AvgFitness=7.78524e-06 StdDev=9.64912e-07 GenBestFitness=1.18915e-05 GenLowestFitness=5.75692e-06 BestFitness=1.19091e-05
AvgFitness=7.79445e-06 StdDev=1.0082e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.6285e-06 BestFitness=1.19091e-05
AvgFitness=7.78671e-06 StdDev=1.02418e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.73857e-06 BestFitness=1.19091e-05
AvgFitness=7.80681e-06 StdDev=1.05797e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.79273e-06 BestFitness=1.19091e-05
AvgFitness=7.83763e-06 StdDev=1.05514e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.64868e-06 BestFitness=1.19091e-05
AvgFitness=7.83664e-06 StdDev=1.05261e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.90777e-06 BestFitness=1.19091e-05
AvgFitness=7.86957e-06 StdDev=1.05688e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.80478e-06 BestFitness=1.19091e-05
AvgFitness=7.88839e-06 StdDev=1.08671e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.86533e-06 BestFitness=1.19091e-05
AvgFitness=7.92058e-06 StdDev=1.09233e-06 GenBestFitness=1.18915e-05 GenLowestFitness=5.8011e-06 BestFitness=1.19091e-05
AvgFitness=7.96313e-06 StdDev=1.0995e-06 GenBestFitness=1.20039e-05 GenLowestFitness=5.83205e-06 BestFitness=1.20039e-05
AvgFitness=7.98964e-06 StdDev=1.08268e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.93744e-06 BestFitness=1.20039e-05
AvgFitness=7.97054e-06 StdDev=1.0541e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.77987e-06 BestFitness=1.20039e-05
AvgFitness=7.95031e-06 StdDev=1.04985e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.78983e-06 BestFitness=1.20039e-05
AvgFitness=7.9591e-06 StdDev=1.07242e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.85404e-06 BestFitness=1.20039e-05
AvgFitness=7.97276e-06 StdDev=1.04276e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.85068e-06 BestFitness=1.20039e-05
AvgFitness=8.03952e-06 StdDev=1.07503e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.73482e-06 BestFitness=1.20039e-05
AvgFitness=7.98246e-06 StdDev=1.05263e-06 GenBestFitness=1.17643e-05 GenLowestFitness=5.80793e-06 BestFitness=1.20039e-05
AvgFitness=8.0209e-06 StdDev=1.11328e-06 GenBestFitness=1.17643e-05 GenLowestFitness=5.91023e-06 BestFitness=1.20039e-05
AvgFitness=8.05384e-06 StdDev=1.11022e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.72527e-06 BestFitness=1.20039e-05
AvgFitness=8.08075e-06 StdDev=1.09207e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.97179e-06 BestFitness=1.20039e-05
AvgFitness=8.06386e-06 StdDev=1.05306e-06 GenBestFitness=1.17157e-05 GenLowestFitness=5.70821e-06 BestFitness=1.20039e-05
AvgFitness=8.11104e-06 StdDev=1.04228e-06 GenBestFitness=1.14207e-05 GenLowestFitness=6.10297e-06 BestFitness=1.20039e-05
AvgFitness=8.06533e-06 StdDev=1.09214e-06 GenBestFitness=1.15279e-05 GenLowestFitness=5.73824e-06 BestFitness=1.20039e-05
AvgFitness=8.03252e-06 StdDev=1.03351e-06 GenBestFitness=1.11279e-05 GenLowestFitness=5.83027e-06 BestFitness=1.20039e-05
AvgFitness=8.03879e-06 StdDev=1.08211e-06 GenBestFitness=1.12125e-05 GenLowestFitness=5.69444e-06 BestFitness=1.20039e-05
AvgFitness=7.99179e-06 StdDev=1.02566e-06 GenBestFitness=1.13486e-05 GenLowestFitness=5.61903e-06 BestFitness=1.20039e-05
AvgFitness=7.96085e-06 StdDev=9.89161e-07 GenBestFitness=1.13486e-05 GenLowestFitness=5.61903e-06 BestFitness=1.20039e-05
AvgFitness=7.92063e-06 StdDev=9.475e-07 GenBestFitness=1.13486e-05 GenLowestFitness=5.66365e-06 BestFitness=1.20039e-05
AvgFitness=7.85074e-06 StdDev=9.62544e-07 GenBestFitness=1.12245e-05 GenLowestFitness=5.89723e-06 BestFitness=1.20039e-05
AvgFitness=7.79742e-06 StdDev=9.33592e-07 GenBestFitness=1.12245e-05 GenLowestFitness=5.8158e-06 BestFitness=1.20039e-05
AvgFitness=7.84843e-06 StdDev=9.33144e-07 GenBestFitness=1.08694e-05 GenLowestFitness=5.81723e-06 BestFitness=1.20039e-05
AvgFitness=7.88228e-06 StdDev=9.43659e-07 GenBestFitness=1.08986e-05 GenLowestFitness=5.93827e-06 BestFitness=1.20039e-05
AvgFitness=7.82877e-06 StdDev=9.33426e-07 GenBestFitness=1.08522e-05 GenLowestFitness=5.89068e-06 BestFitness=1.20039e-05
AvgFitness=7.79946e-06 StdDev=9.68425e-07 GenBestFitness=1.08522e-05 GenLowestFitness=5.87963e-06 BestFitness=1.20039e-05
AvgFitness=7.78865e-06 StdDev=9.61664e-07 GenBestFitness=1.15519e-05 GenLowestFitness=5.70908e-06 BestFitness=1.20039e-05
AvgFitness=7.7902e-06 StdDev=1.00513e-06 GenBestFitness=1.19495e-05 GenLowestFitness=5.70908e-06 BestFitness=1.20039e-05
AvgFitness=7.79563e-06 StdDev=9.66368e-07 GenBestFitness=1.19495e-05 GenLowestFitness=5.7621e-06 BestFitness=1.20039e-05
AvgFitness=7.82228e-06 StdDev=9.76093e-07 GenBestFitness=1.19495e-05 GenLowestFitness=5.62352e-06 BestFitness=1.20039e-05
AvgFitness=7.75335e-06 StdDev=9.70134e-07 GenBestFitness=1.19495e-05 GenLowestFitness=5.63092e-06 BestFitness=1.20039e-05
AvgFitness=7.77127e-06 StdDev=9.97392e-07 GenBestFitness=1.19495e-05 GenLowestFitness=5.45226e-06 BestFitness=1.20039e-05
AvgFitness=7.78508e-06 StdDev=1.01811e-06 GenBestFitness=1.19495e-05 GenLowestFitness=5.47677e-06 BestFitness=1.20039e-05
AvgFitness=7.77343e-06 StdDev=9.81322e-07 GenBestFitness=1.19495e-05 GenLowestFitness=5.60322e-06 BestFitness=1.20039e-05
AvgFitness=7.73692e-06 StdDev=9.61245e-07 GenBestFitness=1.19495e-05 GenLowestFitness=5.78542e-06 BestFitness=1.20039e-05
AvgFitness=7.71688e-06 StdDev=9.49986e-07 GenBestFitness=1.15756e-05 GenLowestFitness=5.67623e-06 BestFitness=1.20039e-05
AvgFitness=7.7076e-06 StdDev=9.58423e-07 GenBestFitness=1.15756e-05 GenLowestFitness=5.71813e-06 BestFitness=1.20039e-05
AvgFitness=7.74451e-06 StdDev=9.7522e-07 GenBestFitness=1.12505e-05 GenLowestFitness=5.87243e-06 BestFitness=1.20039e-05
AvgFitness=7.73102e-06 StdDev=9.62675e-07 GenBestFitness=1.12505e-05 GenLowestFitness=5.88149e-06 BestFitness=1.20039e-05
AvgFitness=7.76068e-06 StdDev=9.68753e-07 GenBestFitness=1.07532e-05 GenLowestFitness=5.76571e-06 BestFitness=1.20039e-05
AvgFitness=7.74587e-06 StdDev=9.71708e-07 GenBestFitness=1.18296e-05 GenLowestFitness=5.8526e-06 BestFitness=1.20039e-05
AvgFitness=7.81125e-06 StdDev=9.9077e-07 GenBestFitness=1.07532e-05 GenLowestFitness=5.69269e-06 BestFitness=1.20039e-05
AvgFitness=7.80902e-06 StdDev=9.73143e-07 GenBestFitness=1.07384e-05 GenLowestFitness=5.72833e-06 BestFitness=1.20039e-05
AvgFitness=7.83322e-06 StdDev=9.47294e-07 GenBestFitness=1.0847e-05 GenLowestFitness=5.69664e-06 BestFitness=1.20039e-05
AvgFitness=7.86661e-06 StdDev=9.80063e-07 GenBestFitness=1.09909e-05 GenLowestFitness=5.55068e-06 BestFitness=1.20039e-05
AvgFitness=7.86587e-06 StdDev=9.68783e-07 GenBestFitness=1.09909e-05 GenLowestFitness=5.55068e-06 BestFitness=1.20039e-05
