AvgFitness=6.38031e-06 StdDev=4.49735e-07 GenBestFitness=8.68867e-06 GenLowestFitness=5.22431e-06 BestFitness=8.68867e-06
AvgFitness=6.56245e-06 StdDev=4.872e-07 GenBestFitness=9.16242e-06 GenLowestFitness=5.23194e-06 BestFitness=9.46128e-06
AvgFitness=6.55784e-06 StdDev=4.89287e-07 GenBestFitness=9.11128e-06 GenLowestFitness=5.23194e-06 BestFitness=9.46128e-06
AvgFitness=6.55884e-06 StdDev=4.84133e-07 GenBestFitness=8.65703e-06 GenLowestFitness=5.22722e-06 BestFitness=9.46128e-06
AvgFitness=6.56129e-06 StdDev=4.92641e-07 GenBestFitness=8.83031e-06 GenLowestFitness=5.25748e-06 BestFitness=9.46128e-06
AvgFitness=6.55498e-06 StdDev=4.87522e-07 GenBestFitness=9.56971e-06 GenLowestFitness=5.17953e-06 BestFitness=9.56971e-06
AvgFitness=6.56697e-06 StdDev=4.91466e-07 GenBestFitness=8.87173e-06 GenLowestFitness=5.33732e-06 BestFitness=9.56971e-06
AvgFitness=6.57432e-06 StdDev=4.89288e-07 GenBestFitness=8.91627e-06 GenLowestFitness=5.31287e-06 BestFitness=9.56971e-06
AvgFitness=6.57239e-06 StdDev=4.8435e-07 GenBestFitness=8.74273e-06 GenLowestFitness=5.34557e-06 BestFitness=9.56971e-06
AvgFitness=6.5745e-06 StdDev=4.86394e-07 GenBestFitness=9.04682e-06 GenLowestFitness=5.20133e-06 BestFitness=9.56971e-06
AvgFitness=6.57781e-06 StdDev=4.87647e-07 GenBestFitness=9.04682e-06 GenLowestFitness=5.10707e-06 BestFitness=9.56971e-06
AvgFitness=6.58795e-06 StdDev=4.92171e-07 GenBestFitness=9.03918e-06 GenLowestFitness=5.28699e-06 BestFitness=9.56971e-06
AvgFitness=6.58131e-06 StdDev=4.89855e-07 GenBestFitness=8.93564e-06 GenLowestFitness=5.28611e-06 BestFitness=9.56971e-06
AvgFitness=6.56736e-06 StdDev=4.90115e-07 GenBestFitness=8.93564e-06 GenLowestFitness=5.28611e-06 BestFitness=9.56971e-06
AvgFitness=6.57229e-06 StdDev=4.93336e-07 GenBestFitness=9.14395e-06 GenLowestFitness=5.29778e-06 BestFitness=9.56971e-06
AvgFitness=6.57022e-06 StdDev=4.95815e-07 GenBestFitness=9.46239e-06 GenLowestFitness=5.32957e-06 BestFitness=9.56971e-06
AvgFitness=6.56429e-06 StdDev=4.95715e-07 GenBestFitness=9.02825e-06 GenLowestFitness=5.20087e-06 BestFitness=9.56971e-06
AvgFitness=6.56203e-06 StdDev=4.93773e-07 GenBestFitness=9.19194e-06 GenLowestFitness=5.2062e-06 BestFitness=9.56971e-06
AvgFitness=6.56598e-06 StdDev=4.97011e-07 GenBestFitness=9.19194e-06 GenLowestFitness=5.2062e-06 BestFitness=9.56971e-06
AvgFitness=6.56647e-06 StdDev=5.01408e-07 GenBestFitness=8.93564e-06 GenLowestFitness=5.25227e-06 BestFitness=9.56971e-06
AvgFitness=6.56899e-06 StdDev=4.96861e-07 GenBestFitness=8.88931e-06 GenLowestFitness=5.28903e-06 BestFitness=9.56971e-06
AvgFitness=6.56659e-06 StdDev=4.95713e-07 GenBestFitness=9.2337e-06 GenLowestFitness=5.20848e-06 BestFitness=9.56971e-06
AvgFitness=6.56823e-06 StdDev=5.04403e-07 GenBestFitness=8.74188e-06 GenLowestFitness=5.26309e-06 BestFitness=9.56971e-06
AvgFitness=6.56556e-06 StdDev=5.01479e-07 GenBestFitness=8.69471e-06 GenLowestFitness=5.20139e-06 BestFitness=9.56971e-06
AvgFitness=6.56732e-06 StdDev=5.02448e-07 GenBestFitness=9.16564e-06 GenLowestFitness=5.26463e-06 BestFitness=9.56971e-06
AvgFitness=6.56952e-06 StdDev=4.97666e-07 GenBestFitness=8.93169e-06 GenLowestFitness=5.26463e-06 BestFitness=9.56971e-06
AvgFitness=6.572e-06 StdDev=4.91458e-07 GenBestFitness=8.93169e-06 GenLowestFitness=5.26463e-06 BestFitness=9.56971e-06
AvgFitness=6.57352e-06 StdDev=4.89591e-07 GenBestFitness=8.89417e-06 GenLowestFitness=5.26463e-06 BestFitness=9.56971e-06
AvgFitness=6.57704e-06 StdDev=4.9581e-07 GenBestFitness=8.89417e-06 GenLowestFitness=5.26463e-06 BestFitness=9.56971e-06
AvgFitness=6.58394e-06 StdDev=4.90792e-07 GenBestFitness=9.26143e-06 GenLowestFitness=5.06765e-06 BestFitness=9.56971e-06
AvgFitness=6.57002e-06 StdDev=4.88237e-07 GenBestFitness=9.03946e-06 GenLowestFitness=5.06765e-06 BestFitness=9.56971e-06
AvgFitness=6.5737e-06 StdDev=4.89498e-07 GenBestFitness=8.68648e-06 GenLowestFitness=5.20097e-06 BestFitness=9.56971e-06
AvgFitness=6.56778e-06 StdDev=4.83576e-07 GenBestFitness=8.736e-06 GenLowestFitness=5.23546e-06 BestFitness=9.56971e-06
AvgFitness=6.57009e-06 StdDev=4.86854e-07 GenBestFitness=8.77119e-06 GenLowestFitness=5.2179e-06 BestFitness=9.56971e-06
AvgFitness=6.56233e-06 StdDev=4.88288e-07 GenBestFitness=8.736e-06 GenLowestFitness=5.05509e-06 BestFitness=9.56971e-06
AvgFitness=6.54988e-06 StdDev=4.89342e-07 GenBestFitness=8.87517e-06 GenLowestFitness=5.26433e-06 BestFitness=9.56971e-06
AvgFitness=6.55465e-06 StdDev=4.85559e-07 GenBestFitness=8.74082e-06 GenLowestFitness=5.3002e-06 BestFitness=9.56971e-06
AvgFitness=6.55712e-06 StdDev=4.86056e-07 GenBestFitness=8.66485e-06 GenLowestFitness=5.17817e-06 BestFitness=9.56971e-06
AvgFitness=6.55391e-06 StdDev=4.87723e-07 GenBestFitness=8.90654e-06 GenLowestFitness=5.15192e-06 BestFitness=9.56971e-06
AvgFitness=6.55954e-06 StdDev=4.95074e-07 GenBestFitness=8.90654e-06 GenLowestFitness=5.15192e-06 BestFitness=9.56971e-06
AvgFitness=6.56693e-06 StdDev=5.02615e-07 GenBestFitness=8.93157e-06 GenLowestFitness=5.23107e-06 BestFitness=9.56971e-06
AvgFitness=6.5755e-06 StdDev=5.05162e-07 GenBestFitness=8.94968e-06 GenLowestFitness=5.21806e-06 BestFitness=9.56971e-06
AvgFitness=6.57342e-06 StdDev=5.00316e-07 GenBestFitness=9.08123e-06 GenLowestFitness=5.16936e-06 BestFitness=9.56971e-06
AvgFitness=6.5754e-06 StdDev=5.0852e-07 GenBestFitness=9.08123e-06 GenLowestFitness=5.14671e-06 BestFitness=9.56971e-06
AvgFitness=6.58219e-06 StdDev=5.03073e-07 GenBestFitness=9.08123e-06 GenLowestFitness=5.11628e-06 BestFitness=9.56971e-06
AvgFitness=6.57538e-06 StdDev=4.91677e-07 GenBestFitness=8.98688e-06 GenLowestFitness=5.14997e-06 BestFitness=9.56971e-06
AvgFitness=6.57249e-06 StdDev=4.91062e-07 GenBestFitness=9.50229e-06 GenLowestFitness=5.16515e-06 BestFitness=9.56971e-06
AvgFitness=6.57429e-06 StdDev=4.85381e-07 GenBestFitness=9.50229e-06 GenLowestFitness=5.16515e-06 BestFitness=9.56971e-06
AvgFitness=6.56478e-06 StdDev=4.93587e-07 GenBestFitness=9.03893e-06 GenLowestFitness=5.26693e-06 BestFitness=9.56971e-06
AvgFitness=6.56232e-06 StdDev=4.93239e-07 GenBestFitness=9.03893e-06 GenLowestFitness=5.1707e-06 BestFitness=9.56971e-06
AvgFitness=6.56779e-06 StdDev=4.95662e-07 GenBestFitness=9.11847e-06 GenLowestFitness=5.23248e-06 BestFitness=9.56971e-06
AvgFitness=6.5677e-06 StdDev=4.91134e-07 GenBestFitness=9.20938e-06 GenLowestFitness=5.17587e-06 BestFitness=9.56971e-06
AvgFitness=6.5766e-06 StdDev=4.94172e-07 GenBestFitness=8.90293e-06 GenLowestFitness=5.1815e-06 BestFitness=9.56971e-06
AvgFitness=6.57201e-06 StdDev=4.87736e-07 GenBestFitness=9.1238e-06 GenLowestFitness=5.28412e-06 BestFitness=9.56971e-06
AvgFitness=6.56586e-06 StdDev=4.84419e-07 GenBestFitness=9.18423e-06 GenLowestFitness=5.14623e-06 BestFitness=9.56971e-06
AvgFitness=6.56701e-06 StdDev=4.84366e-07 GenBestFitness=9.85737e-06 GenLowestFitness=5.23316e-06 BestFitness=9.85737e-06
AvgFitness=6.57285e-06 StdDev=4.949e-07 GenBestFitness=8.87793e-06 GenLowestFitness=5.1594e-06 BestFitness=9.85737e-06
AvgFitness=6.5701e-06 StdDev=4.95325e-07 GenBestFitness=9.21713e-06 GenLowestFitness=5.19823e-06 BestFitness=9.85737e-06
AvgFitness=6.57124e-06 StdDev=4.9431e-07 GenBestFitness=9.46507e-06 GenLowestFitness=5.2019e-06 BestFitness=9.85737e-06
AvgFitness=6.56862e-06 StdDev=4.89667e-07 GenBestFitness=8.98603e-06 GenLowestFitness=5.08503e-06 BestFitness=9.85737e-06
AvgFitness=6.56746e-06 StdDev=4.94917e-07 GenBestFitness=8.78972e-06 GenLowestFitness=5.2019e-06 BestFitness=9.85737e-06
AvgFitness=6.57442e-06 StdDev=5.00453e-07 GenBestFitness=8.73119e-06 GenLowestFitness=5.27564e-06 BestFitness=9.85737e-06
AvgFitness=6.57102e-06 StdDev=5.02492e-07 GenBestFitness=8.76485e-06 GenLowestFitness=5.04886e-06 BestFitness=9.85737e-06
AvgFitness=6.57074e-06 StdDev=5.022e-07 GenBestFitness=9.58215e-06 GenLowestFitness=5.2948e-06 BestFitness=9.85737e-06
AvgFitness=6.57928e-06 StdDev=4.96144e-07 GenBestFitness=9.58215e-06 GenLowestFitness=5.22966e-06 BestFitness=9.85737e-06
AvgFitness=6.57532e-06 StdDev=4.98422e-07 GenBestFitness=9.58215e-06 GenLowestFitness=5.22966e-06 BestFitness=9.85737e-06
AvgFitness=6.56822e-06 StdDev=4.93863e-07 GenBestFitness=9.58215e-06 GenLowestFitness=5.00752e-06 BestFitness=9.85737e-06
AvgFitness=6.5686e-06 StdDev=4.98079e-07 GenBestFitness=9.58215e-06 GenLowestFitness=5.22966e-06 BestFitness=9.85737e-06
AvgFitness=6.5744e-06 StdDev=4.99414e-07 GenBestFitness=9.11354e-06 GenLowestFitness=5.22966e-06 BestFitness=9.85737e-06
AvgFitness=6.58495e-06 StdDev=5.01299e-07 GenBestFitness=9.11354e-06 GenLowestFitness=5.1719e-06 BestFitness=9.85737e-06
AvgFitness=6.57873e-06 StdDev=5.01024e-07 GenBestFitness=9.11354e-06 GenLowestFitness=5.22966e-06 BestFitness=9.85737e-06
AvgFitness=6.57899e-06 StdDev=5.00382e-07 GenBestFitness=8.84665e-06 GenLowestFitness=5.25591e-06 BestFitness=9.85737e-06
AvgFitness=6.57924e-06 StdDev=5.0022e-07 GenBestFitness=8.91177e-06 GenLowestFitness=5.25591e-06 BestFitness=9.85737e-06
AvgFitness=6.57579e-06 StdDev=4.90584e-07 GenBestFitness=8.75249e-06 GenLowestFitness=5.2237e-06 BestFitness=9.85737e-06
AvgFitness=6.57486e-06 StdDev=4.91827e-07 GenBestFitness=8.7161e-06 GenLowestFitness=5.18248e-06 BestFitness=9.85737e-06
AvgFitness=6.5722e-06 StdDev=4.91237e-07 GenBestFitness=9.05285e-06 GenLowestFitness=5.26639e-06 BestFitness=9.85737e-06
AvgFitness=6.57496e-06 StdDev=4.90788e-07 GenBestFitness=8.94676e-06 GenLowestFitness=5.24885e-06 BestFitness=9.85737e-06
AvgFitness=6.57732e-06 StdDev=4.89563e-07 GenBestFitness=9.16404e-06 GenLowestFitness=5.26736e-06 BestFitness=9.85737e-06
AvgFitness=6.57662e-06 StdDev=4.92865e-07 GenBestFitness=8.60369e-06 GenLowestFitness=5.33458e-06 BestFitness=9.85737e-06
AvgFitness=6.56918e-06 StdDev=4.94231e-07 GenBestFitness=9.05835e-06 GenLowestFitness=5.31103e-06 BestFitness=9.85737e-06
AvgFitness=6.56509e-06 StdDev=4.9076e-07 GenBestFitness=9.29729e-06 GenLowestFitness=5.32804e-06 BestFitness=9.85737e-06
AvgFitness=6.57203e-06 StdDev=4.9516e-07 GenBestFitness=9.29729e-06 GenLowestFitness=5.20809e-06 BestFitness=9.85737e-06
AvgFitness=6.57054e-06 StdDev=4.94899e-07 GenBestFitness=9.29729e-06 GenLowestFitness=5.22674e-06 BestFitness=9.85737e-06
AvgFitness=6.56954e-06 StdDev=4.92725e-07 GenBestFitness=8.83645e-06 GenLowestFitness=5.22538e-06 BestFitness=9.85737e-06
AvgFitness=6.56564e-06 StdDev=4.96325e-07 GenBestFitness=9.02317e-06 GenLowestFitness=5.22538e-06 BestFitness=9.85737e-06
AvgFitness=6.57691e-06 StdDev=4.86018e-07 GenBestFitness=9.00766e-06 GenLowestFitness=5.18526e-06 BestFitness=9.85737e-06
AvgFitness=6.5769e-06 StdDev=4.8635e-07 GenBestFitness=8.99705e-06 GenLowestFitness=5.22538e-06 BestFitness=9.85737e-06
AvgFitness=6.57132e-06 StdDev=4.87587e-07 GenBestFitness=9.13353e-06 GenLowestFitness=5.21512e-06 BestFitness=9.85737e-06
AvgFitness=6.56621e-06 StdDev=4.93405e-07 GenBestFitness=8.84223e-06 GenLowestFitness=5.19426e-06 BestFitness=9.85737e-06
AvgFitness=6.5687e-06 StdDev=4.92363e-07 GenBestFitness=9.15293e-06 GenLowestFitness=4.98638e-06 BestFitness=9.85737e-06
AvgFitness=6.56363e-06 StdDev=4.91801e-07 GenBestFitness=9.00149e-06 GenLowestFitness=5.21343e-06 BestFitness=9.85737e-06
AvgFitness=6.56392e-06 StdDev=5.00086e-07 GenBestFitness=9.00149e-06 GenLowestFitness=5.30126e-06 BestFitness=9.85737e-06
AvgFitness=6.55974e-06 StdDev=4.94454e-07 GenBestFitness=9.1991e-06 GenLowestFitness=5.24544e-06 BestFitness=9.85737e-06
AvgFitness=6.57097e-06 StdDev=4.95221e-07 GenBestFitness=9.1991e-06 GenLowestFitness=5.33817e-06 BestFitness=9.85737e-06
AvgFitness=6.57413e-06 StdDev=4.93149e-07 GenBestFitness=9.1991e-06 GenLowestFitness=5.13297e-06 BestFitness=9.85737e-06
AvgFitness=6.56738e-06 StdDev=4.93367e-07 GenBestFitness=9.12396e-06 GenLowestFitness=5.29694e-06 BestFitness=9.85737e-06
AvgFitness=6.56792e-06 StdDev=4.89754e-07 GenBestFitness=8.99964e-06 GenLowestFitness=5.24264e-06 BestFitness=9.85737e-06
AvgFitness=6.56679e-06 StdDev=4.8869e-07 GenBestFitness=9.1045e-06 GenLowestFitness=5.22562e-06 BestFitness=9.85737e-06
AvgFitness=6.56274e-06 StdDev=4.79368e-07 GenBestFitness=8.9684e-06 GenLowestFitness=5.23853e-06 BestFitness=9.85737e-06
AvgFitness=6.56523e-06 StdDev=4.85089e-07 GenBestFitness=9.28148e-06 GenLowestFitness=5.21431e-06 BestFitness=9.85737e-06
AvgFitness=6.57023e-06 StdDev=4.88689e-07 GenBestFitness=9.28148e-06 GenLowestFitness=5.26948e-06 BestFitness=9.85737e-06
AvgFitness=6.57499e-06 StdDev=4.89714e-07 GenBestFitness=8.94825e-06 GenLowestFitness=5.19741e-06 BestFitness=9.85737e-06
AvgFitness=6.57416e-06 StdDev=4.90876e-07 GenBestFitness=8.94825e-06 GenLowestFitness=5.19741e-06 BestFitness=9.85737e-06
AvgFitness=6.57284e-06 StdDev=4.96085e-07 GenBestFitness=9.57821e-06 GenLowestFitness=5.24696e-06 BestFitness=9.85737e-06
AvgFitness=6.56525e-06 StdDev=4.99446e-07 GenBestFitness=9.08115e-06 GenLowestFitness=5.24696e-06 BestFitness=9.85737e-06
AvgFitness=6.57287e-06 StdDev=4.96331e-07 GenBestFitness=9.08115e-06 GenLowestFitness=5.32018e-06 BestFitness=9.85737e-06
AvgFitness=6.56862e-06 StdDev=4.95871e-07 GenBestFitness=9.48361e-06 GenLowestFitness=5.32018e-06 BestFitness=9.85737e-06
AvgFitness=6.57442e-06 StdDev=4.97607e-07 GenBestFitness=9.48361e-06 GenLowestFitness=5.25108e-06 BestFitness=9.85737e-06
AvgFitness=6.57559e-06 StdDev=4.98349e-07 GenBestFitness=9.88677e-06 GenLowestFitness=5.25679e-06 BestFitness=9.88677e-06
AvgFitness=6.57317e-06 StdDev=4.94255e-07 GenBestFitness=9.48361e-06 GenLowestFitness=5.29296e-06 BestFitness=9.88677e-06
AvgFitness=6.56504e-06 StdDev=4.93376e-07 GenBestFitness=8.84374e-06 GenLowestFitness=5.23208e-06 BestFitness=9.88677e-06
AvgFitness=6.5651e-06 StdDev=5.00716e-07 GenBestFitness=8.84374e-06 GenLowestFitness=5.23208e-06 BestFitness=9.88677e-06
AvgFitness=6.56595e-06 StdDev=4.93424e-07 GenBestFitness=8.77024e-06 GenLowestFitness=5.26252e-06 BestFitness=9.88677e-06
AvgFitness=6.57076e-06 StdDev=4.87149e-07 GenBestFitness=9.31256e-06 GenLowestFitness=5.26252e-06 BestFitness=9.88677e-06
AvgFitness=6.57074e-06 StdDev=4.87186e-07 GenBestFitness=9.06065e-06 GenLowestFitness=5.26252e-06 BestFitness=9.88677e-06
AvgFitness=6.57324e-06 StdDev=4.84122e-07 GenBestFitness=9.06065e-06 GenLowestFitness=5.2726e-06 BestFitness=9.88677e-06
AvgFitness=6.56694e-06 StdDev=4.88716e-07 GenBestFitness=9.0913e-06 GenLowestFitness=5.23979e-06 BestFitness=9.88677e-06
AvgFitness=6.57014e-06 StdDev=4.91722e-07 GenBestFitness=9.0913e-06 GenLowestFitness=5.23707e-06 BestFitness=9.88677e-06
AvgFitness=6.56938e-06 StdDev=4.90842e-07 GenBestFitness=9.48833e-06 GenLowestFitness=5.33071e-06 BestFitness=9.88677e-06
AvgFitness=6.56771e-06 StdDev=4.92674e-07 GenBestFitness=9.0913e-06 GenLowestFitness=5.31814e-06 BestFitness=9.88677e-06
AvgFitness=6.56694e-06 StdDev=4.96547e-07 GenBestFitness=9.0913e-06 GenLowestFitness=5.26503e-06 BestFitness=9.88677e-06
AvgFitness=6.56669e-06 StdDev=5.03185e-07 GenBestFitness=9.0913e-06 GenLowestFitness=5.26503e-06 BestFitness=9.88677e-06
AvgFitness=6.56978e-06 StdDev=4.9656e-07 GenBestFitness=9.0913e-06 GenLowestFitness=5.21292e-06 BestFitness=9.88677e-06
AvgFitness=6.56725e-06 StdDev=4.96947e-07 GenBestFitness=9.13129e-06 GenLowestFitness=5.09687e-06 BestFitness=9.88677e-06
AvgFitness=6.56076e-06 StdDev=4.93953e-07 GenBestFitness=8.94798e-06 GenLowestFitness=5.29954e-06 BestFitness=9.88677e-06
AvgFitness=6.55298e-06 StdDev=4.96087e-07 GenBestFitness=9.17577e-06 GenLowestFitness=5.13198e-06 BestFitness=9.88677e-06
AvgFitness=6.55626e-06 StdDev=4.9754e-07 GenBestFitness=8.72718e-06 GenLowestFitness=5.13198e-06 BestFitness=9.88677e-06
AvgFitness=6.55856e-06 StdDev=4.96781e-07 GenBestFitness=8.71112e-06 GenLowestFitness=5.12253e-06 BestFitness=9.88677e-06
AvgFitness=6.55435e-06 StdDev=5.02385e-07 GenBestFitness=8.67656e-06 GenLowestFitness=5.12253e-06 BestFitness=9.88677e-06
AvgFitness=6.56588e-06 StdDev=5.01594e-07 GenBestFitness=9.22124e-06 GenLowestFitness=5.17466e-06 BestFitness=9.88677e-06
AvgFitness=6.56874e-06 StdDev=5.01754e-07 GenBestFitness=8.85038e-06 GenLowestFitness=5.19819e-06 BestFitness=9.88677e-06
AvgFitness=6.56852e-06 StdDev=4.97836e-07 GenBestFitness=8.6741e-06 GenLowestFitness=5.13042e-06 BestFitness=9.88677e-06
AvgFitness=6.57015e-06 StdDev=5.06263e-07 GenBestFitness=9.05176e-06 GenLowestFitness=5.24819e-06 BestFitness=9.88677e-06
AvgFitness=6.5716e-06 StdDev=5.10586e-07 GenBestFitness=9.68846e-06 GenLowestFitness=5.15585e-06 BestFitness=9.88677e-06
AvgFitness=6.57515e-06 StdDev=5.0157e-07 GenBestFitness=9.15876e-06 GenLowestFitness=5.15585e-06 BestFitness=9.88677e-06
AvgFitness=6.57586e-06 StdDev=5.03719e-07 GenBestFitness=9.15876e-06 GenLowestFitness=5.25849e-06 BestFitness=9.88677e-06
AvgFitness=6.56868e-06 StdDev=4.96528e-07 GenBestFitness=9.32755e-06 GenLowestFitness=5.31461e-06 BestFitness=9.88677e-06
AvgFitness=6.56025e-06 StdDev=4.93051e-07 GenBestFitness=8.77599e-06 GenLowestFitness=5.31461e-06 BestFitness=9.88677e-06
AvgFitness=6.55457e-06 StdDev=4.87818e-07 GenBestFitness=9.47854e-06 GenLowestFitness=5.17675e-06 BestFitness=9.88677e-06
AvgFitness=6.56698e-06 StdDev=4.87715e-07 GenBestFitness=9.12385e-06 GenLowestFitness=5.17675e-06 BestFitness=9.88677e-06
AvgFitness=6.57466e-06 StdDev=4.88004e-07 GenBestFitness=9.19208e-06 GenLowestFitness=5.17675e-06 BestFitness=9.88677e-06
AvgFitness=6.5799e-06 StdDev=4.9001e-07 GenBestFitness=8.87291e-06 GenLowestFitness=5.21272e-06 BestFitness=9.88677e-06
AvgFitness=6.57535e-06 StdDev=4.88193e-07 GenBestFitness=8.92509e-06 GenLowestFitness=5.18496e-06 BestFitness=9.88677e-06
AvgFitness=6.57219e-06 StdDev=4.8419e-07 GenBestFitness=8.85584e-06 GenLowestFitness=5.34964e-06 BestFitness=9.88677e-06
AvgFitness=6.56629e-06 StdDev=4.82834e-07 GenBestFitness=8.84189e-06 GenLowestFitness=5.18435e-06 BestFitness=9.88677e-06
AvgFitness=6.5652e-06 StdDev=4.90658e-07 GenBestFitness=9.23202e-06 GenLowestFitness=5.22686e-06 BestFitness=9.88677e-06
AvgFitness=6.58107e-06 StdDev=4.85263e-07 GenBestFitness=9.23202e-06 GenLowestFitness=5.22686e-06 BestFitness=9.88677e-06
AvgFitness=6.58098e-06 StdDev=4.87148e-07 GenBestFitness=8.84189e-06 GenLowestFitness=5.25995e-06 BestFitness=9.88677e-06
AvgFitness=6.5815e-06 StdDev=4.91999e-07 GenBestFitness=8.84189e-06 GenLowestFitness=5.2464e-06 BestFitness=9.88677e-06
AvgFitness=6.58023e-06 StdDev=4.92665e-07 GenBestFitness=8.89152e-06 GenLowestFitness=5.25281e-06 BestFitness=9.88677e-06
AvgFitness=6.58405e-06 StdDev=4.90754e-07 GenBestFitness=8.78295e-06 GenLowestFitness=5.26473e-06 BestFitness=9.88677e-06
AvgFitness=6.58786e-06 StdDev=4.93754e-07 GenBestFitness=8.84139e-06 GenLowestFitness=5.22841e-06 BestFitness=9.88677e-06
AvgFitness=6.58614e-06 StdDev=4.91308e-07 GenBestFitness=9.19417e-06 GenLowestFitness=5.16504e-06 BestFitness=9.88677e-06
AvgFitness=6.58922e-06 StdDev=4.95067e-07 GenBestFitness=9.38355e-06 GenLowestFitness=5.16504e-06 BestFitness=9.88677e-06
AvgFitness=6.59121e-06 StdDev=4.93411e-07 GenBestFitness=9.45951e-06 GenLowestFitness=5.30854e-06 BestFitness=9.88677e-06
AvgFitness=6.59214e-06 StdDev=4.97807e-07 GenBestFitness=9.57286e-06 GenLowestFitness=5.25126e-06 BestFitness=9.88677e-06
AvgFitness=6.60294e-06 StdDev=4.95156e-07 GenBestFitness=9.69476e-06 GenLowestFitness=5.30723e-06 BestFitness=9.88677e-06
AvgFitness=6.59675e-06 StdDev=4.96903e-07 GenBestFitness=1.03461e-05 GenLowestFitness=5.29166e-06 BestFitness=1.03461e-05
AvgFitness=6.59985e-06 StdDev=5.03971e-07 GenBestFitness=9.65268e-06 GenLowestFitness=5.28677e-06 BestFitness=1.03461e-05
AvgFitness=6.59579e-06 StdDev=5.08086e-07 GenBestFitness=9.54427e-06 GenLowestFitness=5.21119e-06 BestFitness=1.03461e-05
AvgFitness=6.58376e-06 StdDev=4.99811e-07 GenBestFitness=9.54427e-06 GenLowestFitness=5.27776e-06 BestFitness=1.03461e-05
