AvgFitness=6.26098e-06 StdDev=4.11721e-07 GenBestFitness=7.26922e-06 GenLowestFitness=5.51281e-06 BestFitness=7.26922e-06
AvgFitness=6.55144e-06 StdDev=5.34369e-07 GenBestFitness=8.09721e-06 GenLowestFitness=5.4505e-06 BestFitness=8.67223e-06
AvgFitness=6.58896e-06 StdDev=5.72831e-07 GenBestFitness=8.09721e-06 GenLowestFitness=5.31339e-06 BestFitness=8.67223e-06
AvgFitness=6.55254e-06 StdDev=4.40798e-07 GenBestFitness=8.09721e-06 GenLowestFitness=5.31339e-06 BestFitness=8.67223e-06
AvgFitness=6.48077e-06 StdDev=4.30692e-07 GenBestFitness=8.02844e-06 GenLowestFitness=5.67284e-06 BestFitness=8.67223e-06
AvgFitness=6.52171e-06 StdDev=4.95085e-07 GenBestFitness=8.02844e-06 GenLowestFitness=5.66886e-06 BestFitness=8.67223e-06
AvgFitness=6.5767e-06 StdDev=5.41347e-07 GenBestFitness=8.02844e-06 GenLowestFitness=5.405e-06 BestFitness=8.67223e-06
AvgFitness=6.66284e-06 StdDev=5.13782e-07 GenBestFitness=8.12855e-06 GenLowestFitness=5.57616e-06 BestFitness=8.67223e-06
AvgFitness=6.57936e-06 StdDev=4.85395e-07 GenBestFitness=8.12619e-06 GenLowestFitness=5.53915e-06 BestFitness=8.67223e-06
AvgFitness=6.56054e-06 StdDev=4.51452e-07 GenBestFitness=8.01676e-06 GenLowestFitness=5.59996e-06 BestFitness=8.67223e-06
AvgFitness=6.50841e-06 StdDev=4.41307e-07 GenBestFitness=7.7293e-06 GenLowestFitness=5.42632e-06 BestFitness=8.67223e-06
AvgFitness=6.47512e-06 StdDev=4.27708e-07 GenBestFitness=7.7293e-06 GenLowestFitness=5.47967e-06 BestFitness=8.67223e-06
AvgFitness=6.47448e-06 StdDev=4.78439e-07 GenBestFitness=7.84813e-06 GenLowestFitness=5.55614e-06 BestFitness=8.67223e-06
AvgFitness=6.47767e-06 StdDev=4.84607e-07 GenBestFitness=7.58311e-06 GenLowestFitness=5.35203e-06 BestFitness=8.67223e-06
AvgFitness=6.48618e-06 StdDev=5.45034e-07 GenBestFitness=8.81482e-06 GenLowestFitness=5.36756e-06 BestFitness=8.81482e-06
AvgFitness=6.40306e-06 StdDev=5.94641e-07 GenBestFitness=8.81482e-06 GenLowestFitness=5.35886e-06 BestFitness=8.81482e-06
AvgFitness=6.51504e-06 StdDev=5.98814e-07 GenBestFitness=8.81482e-06 GenLowestFitness=5.35939e-06 BestFitness=8.81482e-06
AvgFitness=6.56592e-06 StdDev=5.73361e-07 GenBestFitness=8.81482e-06 GenLowestFitness=5.57341e-06 BestFitness=8.81482e-06
AvgFitness=6.52641e-06 StdDev=4.82353e-07 GenBestFitness=7.70624e-06 GenLowestFitness=5.64124e-06 BestFitness=8.81482e-06
AvgFitness=6.61741e-06 StdDev=4.89168e-07 GenBestFitness=7.99709e-06 GenLowestFitness=5.74069e-06 BestFitness=8.81482e-06
AvgFitness=6.53852e-06 StdDev=4.31658e-07 GenBestFitness=7.64944e-06 GenLowestFitness=5.64793e-06 BestFitness=8.81482e-06
AvgFitness=6.50942e-06 StdDev=4.65004e-07 GenBestFitness=7.76178e-06 GenLowestFitness=5.57017e-06 BestFitness=8.81482e-06
AvgFitness=6.54876e-06 StdDev=4.80693e-07 GenBestFitness=8.10406e-06 GenLowestFitness=5.61204e-06 BestFitness=8.81482e-06
AvgFitness=6.47045e-06 StdDev=4.72401e-07 GenBestFitness=7.76863e-06 GenLowestFitness=5.46652e-06 BestFitness=8.81482e-06
AvgFitness=6.47278e-06 StdDev=3.90123e-07 GenBestFitness=7.4812e-06 GenLowestFitness=5.56047e-06 BestFitness=8.81482e-06
AvgFitness=6.46273e-06 StdDev=3.92633e-07 GenBestFitness=7.81404e-06 GenLowestFitness=5.59899e-06 BestFitness=8.81482e-06
AvgFitness=6.4443e-06 StdDev=4.02991e-07 GenBestFitness=7.59603e-06 GenLowestFitness=5.28353e-06 BestFitness=8.81482e-06
AvgFitness=6.40284e-06 StdDev=3.76589e-07 GenBestFitness=7.39073e-06 GenLowestFitness=5.58362e-06 BestFitness=8.81482e-06
AvgFitness=6.42769e-06 StdDev=4.40578e-07 GenBestFitness=7.54812e-06 GenLowestFitness=5.5123e-06 BestFitness=8.81482e-06
AvgFitness=6.45338e-06 StdDev=4.06258e-07 GenBestFitness=7.45013e-06 GenLowestFitness=5.54918e-06 BestFitness=8.81482e-06
AvgFitness=6.48271e-06 StdDev=4.41538e-07 GenBestFitness=7.58236e-06 GenLowestFitness=5.31693e-06 BestFitness=8.81482e-06
AvgFitness=6.48397e-06 StdDev=4.08517e-07 GenBestFitness=7.41484e-06 GenLowestFitness=5.56775e-06 BestFitness=8.81482e-06
AvgFitness=6.50116e-06 StdDev=4.14563e-07 GenBestFitness=7.61149e-06 GenLowestFitness=5.62082e-06 BestFitness=8.81482e-06
AvgFitness=6.48033e-06 StdDev=4.22789e-07 GenBestFitness=7.63071e-06 GenLowestFitness=5.55831e-06 BestFitness=8.81482e-06
AvgFitness=6.54366e-06 StdDev=4.37094e-07 GenBestFitness=7.63071e-06 GenLowestFitness=5.48157e-06 BestFitness=8.81482e-06
AvgFitness=6.53893e-06 StdDev=4.66391e-07 GenBestFitness=7.70025e-06 GenLowestFitness=5.63406e-06 BestFitness=8.81482e-06
AvgFitness=6.56439e-06 StdDev=5.06347e-07 GenBestFitness=7.63071e-06 GenLowestFitness=5.62508e-06 BestFitness=8.81482e-06
AvgFitness=6.43445e-06 StdDev=5.04808e-07 GenBestFitness=7.91594e-06 GenLowestFitness=5.4854e-06 BestFitness=8.81482e-06
AvgFitness=6.40988e-06 StdDev=4.59995e-07 GenBestFitness=7.80146e-06 GenLowestFitness=5.52493e-06 BestFitness=8.81482e-06
AvgFitness=6.43722e-06 StdDev=4.20135e-07 GenBestFitness=7.72322e-06 GenLowestFitness=5.6385e-06 BestFitness=8.81482e-06
AvgFitness=6.48453e-06 StdDev=4.48866e-07 GenBestFitness=7.93758e-06 GenLowestFitness=5.71398e-06 BestFitness=8.81482e-06
AvgFitness=6.45682e-06 StdDev=4.1913e-07 GenBestFitness=7.62809e-06 GenLowestFitness=5.58682e-06 BestFitness=8.81482e-06
AvgFitness=6.43627e-06 StdDev=4.19049e-07 GenBestFitness=7.62809e-06 GenLowestFitness=5.38977e-06 BestFitness=8.81482e-06
AvgFitness=6.40338e-06 StdDev=4.00825e-07 GenBestFitness=7.88495e-06 GenLowestFitness=5.38977e-06 BestFitness=8.81482e-06
AvgFitness=6.39632e-06 StdDev=4.33549e-07 GenBestFitness=7.82155e-06 GenLowestFitness=5.38977e-06 BestFitness=8.81482e-06
AvgFitness=6.41424e-06 StdDev=4.36953e-07 GenBestFitness=7.82155e-06 GenLowestFitness=5.23995e-06 BestFitness=8.81482e-06
AvgFitness=6.41586e-06 StdDev=4.57687e-07 GenBestFitness=7.48946e-06 GenLowestFitness=5.23995e-06 BestFitness=8.81482e-06
AvgFitness=6.46599e-06 StdDev=4.39146e-07 GenBestFitness=7.90997e-06 GenLowestFitness=5.47087e-06 BestFitness=8.81482e-06
AvgFitness=6.51611e-06 StdDev=4.19317e-07 GenBestFitness=7.74963e-06 GenLowestFitness=5.56554e-06 BestFitness=8.81482e-06
AvgFitness=6.52589e-06 StdDev=4.48237e-07 GenBestFitness=7.74963e-06 GenLowestFitness=5.4257e-06 BestFitness=8.81482e-06
AvgFitness=6.49807e-06 StdDev=5.01756e-07 GenBestFitness=7.70177e-06 GenLowestFitness=5.29903e-06 BestFitness=8.81482e-06
AvgFitness=6.47688e-06 StdDev=4.32085e-07 GenBestFitness=7.65492e-06 GenLowestFitness=5.53139e-06 BestFitness=8.81482e-06
AvgFitness=6.52625e-06 StdDev=4.14105e-07 GenBestFitness=8.18944e-06 GenLowestFitness=5.65669e-06 BestFitness=8.81482e-06
AvgFitness=6.44466e-06 StdDev=4.07641e-07 GenBestFitness=7.52982e-06 GenLowestFitness=5.591e-06 BestFitness=8.81482e-06
AvgFitness=6.45455e-06 StdDev=4.62561e-07 GenBestFitness=7.4869e-06 GenLowestFitness=5.6615e-06 BestFitness=8.81482e-06
AvgFitness=6.45743e-06 StdDev=4.84361e-07 GenBestFitness=7.84766e-06 GenLowestFitness=5.53955e-06 BestFitness=8.81482e-06
AvgFitness=6.38118e-06 StdDev=4.39551e-07 GenBestFitness=7.98062e-06 GenLowestFitness=5.59526e-06 BestFitness=8.81482e-06
AvgFitness=6.36475e-06 StdDev=5.13345e-07 GenBestFitness=7.98062e-06 GenLowestFitness=5.30752e-06 BestFitness=8.81482e-06
AvgFitness=6.3937e-06 StdDev=4.32516e-07 GenBestFitness=7.98062e-06 GenLowestFitness=5.55977e-06 BestFitness=8.81482e-06
AvgFitness=6.47936e-06 StdDev=4.68323e-07 GenBestFitness=8.59643e-06 GenLowestFitness=5.49385e-06 BestFitness=8.81482e-06
AvgFitness=6.53048e-06 StdDev=4.37363e-07 GenBestFitness=8.02791e-06 GenLowestFitness=5.55977e-06 BestFitness=8.81482e-06
AvgFitness=6.48931e-06 StdDev=4.44934e-07 GenBestFitness=7.84993e-06 GenLowestFitness=5.55453e-06 BestFitness=8.81482e-06
AvgFitness=6.50059e-06 StdDev=4.39641e-07 GenBestFitness=7.7322e-06 GenLowestFitness=5.46767e-06 BestFitness=8.81482e-06
AvgFitness=6.55918e-06 StdDev=4.33207e-07 GenBestFitness=7.72159e-06 GenLowestFitness=5.56011e-06 BestFitness=8.81482e-06
AvgFitness=6.57612e-06 StdDev=4.90265e-07 GenBestFitness=7.83673e-06 GenLowestFitness=5.62168e-06 BestFitness=8.81482e-06
AvgFitness=6.57049e-06 StdDev=4.79609e-07 GenBestFitness=7.68363e-06 GenLowestFitness=5.46432e-06 BestFitness=8.81482e-06
AvgFitness=6.55482e-06 StdDev=4.18914e-07 GenBestFitness=7.75738e-06 GenLowestFitness=5.46432e-06 BestFitness=8.81482e-06
AvgFitness=6.53091e-06 StdDev=4.94492e-07 GenBestFitness=8.56049e-06 GenLowestFitness=5.80654e-06 BestFitness=8.81482e-06
AvgFitness=6.44344e-06 StdDev=5.06178e-07 GenBestFitness=8.32181e-06 GenLowestFitness=5.48738e-06 BestFitness=8.81482e-06
AvgFitness=6.37901e-06 StdDev=4.32266e-07 GenBestFitness=8.32181e-06 GenLowestFitness=5.57298e-06 BestFitness=8.81482e-06
AvgFitness=6.30653e-06 StdDev=4.38644e-07 GenBestFitness=7.6809e-06 GenLowestFitness=5.43195e-06 BestFitness=8.81482e-06
AvgFitness=6.36813e-06 StdDev=4.65035e-07 GenBestFitness=7.79927e-06 GenLowestFitness=5.52794e-06 BestFitness=8.81482e-06
AvgFitness=6.46841e-06 StdDev=4.80975e-07 GenBestFitness=7.79927e-06 GenLowestFitness=5.66066e-06 BestFitness=8.81482e-06
AvgFitness=6.44207e-06 StdDev=4.34102e-07 GenBestFitness=7.79927e-06 GenLowestFitness=5.70913e-06 BestFitness=8.81482e-06
AvgFitness=6.52054e-06 StdDev=4.98586e-07 GenBestFitness=7.85136e-06 GenLowestFitness=5.42375e-06 BestFitness=8.81482e-06
AvgFitness=6.6128e-06 StdDev=5.24306e-07 GenBestFitness=7.93622e-06 GenLowestFitness=5.58474e-06 BestFitness=8.81482e-06
AvgFitness=6.69543e-06 StdDev=5.48686e-07 GenBestFitness=8.16527e-06 GenLowestFitness=5.6574e-06 BestFitness=8.81482e-06
AvgFitness=6.66953e-06 StdDev=5.10396e-07 GenBestFitness=8.0882e-06 GenLowestFitness=5.69589e-06 BestFitness=8.81482e-06
AvgFitness=6.74019e-06 StdDev=5.30577e-07 GenBestFitness=8.24164e-06 GenLowestFitness=5.56633e-06 BestFitness=8.81482e-06
AvgFitness=6.5804e-06 StdDev=5.26355e-07 GenBestFitness=8.06958e-06 GenLowestFitness=5.56633e-06 BestFitness=8.81482e-06
AvgFitness=6.49755e-06 StdDev=5.14358e-07 GenBestFitness=8.03205e-06 GenLowestFitness=5.56633e-06 BestFitness=8.81482e-06
AvgFitness=6.69951e-06 StdDev=5.76892e-07 GenBestFitness=8.58247e-06 GenLowestFitness=5.60795e-06 BestFitness=8.81482e-06
AvgFitness=6.63429e-06 StdDev=4.8366e-07 GenBestFitness=8.26625e-06 GenLowestFitness=5.71399e-06 BestFitness=8.81482e-06
AvgFitness=6.67064e-06 StdDev=4.46954e-07 GenBestFitness=8.26625e-06 GenLowestFitness=5.83854e-06 BestFitness=8.81482e-06
AvgFitness=6.6003e-06 StdDev=4.4951e-07 GenBestFitness=8.19409e-06 GenLowestFitness=5.73445e-06 BestFitness=8.81482e-06
AvgFitness=6.57815e-06 StdDev=4.14997e-07 GenBestFitness=7.60087e-06 GenLowestFitness=5.36657e-06 BestFitness=8.81482e-06
AvgFitness=6.5803e-06 StdDev=4.41972e-07 GenBestFitness=7.44406e-06 GenLowestFitness=5.58508e-06 BestFitness=8.81482e-06
AvgFitness=6.59513e-06 StdDev=4.4437e-07 GenBestFitness=7.73154e-06 GenLowestFitness=5.6125e-06 BestFitness=8.81482e-06
AvgFitness=6.47258e-06 StdDev=3.71967e-07 GenBestFitness=7.45394e-06 GenLowestFitness=5.72042e-06 BestFitness=8.81482e-06
AvgFitness=6.44962e-06 StdDev=4.4318e-07 GenBestFitness=7.97003e-06 GenLowestFitness=5.33593e-06 BestFitness=8.81482e-06
AvgFitness=6.43044e-06 StdDev=4.95612e-07 GenBestFitness=7.8186e-06 GenLowestFitness=5.33593e-06 BestFitness=8.81482e-06
AvgFitness=6.46425e-06 StdDev=4.37082e-07 GenBestFitness=7.63133e-06 GenLowestFitness=5.37465e-06 BestFitness=8.81482e-06
AvgFitness=6.40855e-06 StdDev=3.88095e-07 GenBestFitness=7.57143e-06 GenLowestFitness=5.34498e-06 BestFitness=8.81482e-06
AvgFitness=6.38025e-06 StdDev=4.42902e-07 GenBestFitness=7.57143e-06 GenLowestFitness=5.40096e-06 BestFitness=8.81482e-06
AvgFitness=6.35647e-06 StdDev=4.20847e-07 GenBestFitness=7.5522e-06 GenLowestFitness=5.42174e-06 BestFitness=8.81482e-06
AvgFitness=6.39091e-06 StdDev=4.3133e-07 GenBestFitness=7.43277e-06 GenLowestFitness=5.38347e-06 BestFitness=8.81482e-06
AvgFitness=6.46324e-06 StdDev=4.58479e-07 GenBestFitness=7.72135e-06 GenLowestFitness=5.43137e-06 BestFitness=8.81482e-06
AvgFitness=6.39508e-06 StdDev=4.39635e-07 GenBestFitness=7.53624e-06 GenLowestFitness=5.11953e-06 BestFitness=8.81482e-06
AvgFitness=6.44034e-06 StdDev=4.8993e-07 GenBestFitness=7.5396e-06 GenLowestFitness=5.11953e-06 BestFitness=8.81482e-06
AvgFitness=6.43021e-06 StdDev=4.48636e-07 GenBestFitness=8.25231e-06 GenLowestFitness=5.11953e-06 BestFitness=8.81482e-06
AvgFitness=6.45082e-06 StdDev=4.38183e-07 GenBestFitness=7.67257e-06 GenLowestFitness=5.36054e-06 BestFitness=8.81482e-06
AvgFitness=6.5108e-06 StdDev=4.86986e-07 GenBestFitness=7.89899e-06 GenLowestFitness=5.45337e-06 BestFitness=8.81482e-06
AvgFitness=6.49204e-06 StdDev=4.66304e-07 GenBestFitness=7.66955e-06 GenLowestFitness=5.32742e-06 BestFitness=8.81482e-06
AvgFitness=6.44734e-06 StdDev=4.01087e-07 GenBestFitness=7.64393e-06 GenLowestFitness=5.67993e-06 BestFitness=8.81482e-06
AvgFitness=6.49483e-06 StdDev=4.22192e-07 GenBestFitness=8.08052e-06 GenLowestFitness=5.69264e-06 BestFitness=8.81482e-06
AvgFitness=6.51309e-06 StdDev=4.58395e-07 GenBestFitness=7.79305e-06 GenLowestFitness=5.4266e-06 BestFitness=8.81482e-06
AvgFitness=6.49438e-06 StdDev=4.87936e-07 GenBestFitness=7.93592e-06 GenLowestFitness=5.55556e-06 BestFitness=8.81482e-06
AvgFitness=6.57617e-06 StdDev=5.02733e-07 GenBestFitness=7.74216e-06 GenLowestFitness=5.46286e-06 BestFitness=8.81482e-06
AvgFitness=6.5418e-06 StdDev=4.94791e-07 GenBestFitness=8.00852e-06 GenLowestFitness=5.57199e-06 BestFitness=8.81482e-06
AvgFitness=6.5242e-06 StdDev=5.0515e-07 GenBestFitness=8.11462e-06 GenLowestFitness=5.57199e-06 BestFitness=8.81482e-06
AvgFitness=6.604e-06 StdDev=5.29916e-07 GenBestFitness=8.11462e-06 GenLowestFitness=5.60218e-06 BestFitness=8.81482e-06
AvgFitness=6.58994e-06 StdDev=4.9359e-07 GenBestFitness=7.97008e-06 GenLowestFitness=5.6748e-06 BestFitness=8.81482e-06
AvgFitness=6.59703e-06 StdDev=4.9403e-07 GenBestFitness=8.17333e-06 GenLowestFitness=5.79412e-06 BestFitness=8.81482e-06
AvgFitness=6.68536e-06 StdDev=4.90116e-07 GenBestFitness=8.17333e-06 GenLowestFitness=5.63261e-06 BestFitness=8.81482e-06
AvgFitness=6.68656e-06 StdDev=4.63881e-07 GenBestFitness=7.98703e-06 GenLowestFitness=5.72447e-06 BestFitness=8.81482e-06
AvgFitness=6.68539e-06 StdDev=4.84854e-07 GenBestFitness=7.84917e-06 GenLowestFitness=5.7233e-06 BestFitness=8.81482e-06
AvgFitness=6.59722e-06 StdDev=4.8046e-07 GenBestFitness=7.84917e-06 GenLowestFitness=5.57326e-06 BestFitness=8.81482e-06
AvgFitness=6.6302e-06 StdDev=5.07714e-07 GenBestFitness=8.44367e-06 GenLowestFitness=5.48953e-06 BestFitness=8.81482e-06
AvgFitness=6.60952e-06 StdDev=5.37525e-07 GenBestFitness=8.74561e-06 GenLowestFitness=5.69553e-06 BestFitness=8.81482e-06
AvgFitness=6.66496e-06 StdDev=6.05926e-07 GenBestFitness=8.92155e-06 GenLowestFitness=5.47843e-06 BestFitness=8.92155e-06
AvgFitness=6.56864e-06 StdDev=4.96764e-07 GenBestFitness=8.11126e-06 GenLowestFitness=5.54152e-06 BestFitness=8.92155e-06
AvgFitness=6.54428e-06 StdDev=5.19742e-07 GenBestFitness=7.98137e-06 GenLowestFitness=5.66685e-06 BestFitness=8.92155e-06
AvgFitness=6.58867e-06 StdDev=5.21509e-07 GenBestFitness=8.12764e-06 GenLowestFitness=5.51353e-06 BestFitness=8.92155e-06
AvgFitness=6.53487e-06 StdDev=4.80884e-07 GenBestFitness=8.16188e-06 GenLowestFitness=5.68468e-06 BestFitness=8.92155e-06
AvgFitness=6.45898e-06 StdDev=5.51656e-07 GenBestFitness=8.02657e-06 GenLowestFitness=5.55046e-06 BestFitness=8.92155e-06
AvgFitness=6.36815e-06 StdDev=4.59126e-07 GenBestFitness=7.61384e-06 GenLowestFitness=5.5308e-06 BestFitness=8.92155e-06
AvgFitness=6.4331e-06 StdDev=3.86159e-07 GenBestFitness=7.75509e-06 GenLowestFitness=5.62251e-06 BestFitness=8.92155e-06
AvgFitness=6.45529e-06 StdDev=5.16541e-07 GenBestFitness=8.17326e-06 GenLowestFitness=5.5979e-06 BestFitness=8.92155e-06
AvgFitness=6.55385e-06 StdDev=5.33849e-07 GenBestFitness=8.17326e-06 GenLowestFitness=5.55968e-06 BestFitness=8.92155e-06
AvgFitness=6.54319e-06 StdDev=5.04842e-07 GenBestFitness=7.81339e-06 GenLowestFitness=5.3413e-06 BestFitness=8.92155e-06
AvgFitness=6.504e-06 StdDev=4.87483e-07 GenBestFitness=7.81339e-06 GenLowestFitness=5.48032e-06 BestFitness=8.92155e-06
AvgFitness=6.54497e-06 StdDev=4.65219e-07 GenBestFitness=7.81339e-06 GenLowestFitness=5.74468e-06 BestFitness=8.92155e-06
AvgFitness=6.55744e-06 StdDev=4.45663e-07 GenBestFitness=7.81339e-06 GenLowestFitness=5.72029e-06 BestFitness=8.92155e-06
AvgFitness=6.62157e-06 StdDev=5.58631e-07 GenBestFitness=7.96526e-06 GenLowestFitness=5.53472e-06 BestFitness=8.92155e-06
AvgFitness=6.57474e-06 StdDev=4.47791e-07 GenBestFitness=7.82583e-06 GenLowestFitness=5.74548e-06 BestFitness=8.92155e-06
AvgFitness=6.57571e-06 StdDev=4.70268e-07 GenBestFitness=7.82583e-06 GenLowestFitness=5.47152e-06 BestFitness=8.92155e-06
AvgFitness=6.49877e-06 StdDev=4.23825e-07 GenBestFitness=7.50223e-06 GenLowestFitness=5.47152e-06 BestFitness=8.92155e-06
AvgFitness=6.48308e-06 StdDev=4.43358e-07 GenBestFitness=7.59116e-06 GenLowestFitness=5.46922e-06 BestFitness=8.92155e-06
AvgFitness=6.46855e-06 StdDev=4.46958e-07 GenBestFitness=7.62709e-06 GenLowestFitness=5.64822e-06 BestFitness=8.92155e-06
AvgFitness=6.45357e-06 StdDev=5.00941e-07 GenBestFitness=8.20549e-06 GenLowestFitness=5.44146e-06 BestFitness=8.92155e-06
AvgFitness=6.40041e-06 StdDev=4.83551e-07 GenBestFitness=7.92229e-06 GenLowestFitness=5.56388e-06 BestFitness=8.92155e-06
AvgFitness=6.40564e-06 StdDev=4.55512e-07 GenBestFitness=7.70478e-06 GenLowestFitness=5.51997e-06 BestFitness=8.92155e-06
AvgFitness=6.48025e-06 StdDev=4.16491e-07 GenBestFitness=7.45222e-06 GenLowestFitness=5.6288e-06 BestFitness=8.92155e-06
AvgFitness=6.45572e-06 StdDev=4.76123e-07 GenBestFitness=7.55442e-06 GenLowestFitness=5.56626e-06 BestFitness=8.92155e-06
AvgFitness=6.41684e-06 StdDev=4.52307e-07 GenBestFitness=7.48377e-06 GenLowestFitness=5.50892e-06 BestFitness=8.92155e-06
AvgFitness=6.46671e-06 StdDev=4.50613e-07 GenBestFitness=8.09607e-06 GenLowestFitness=5.57337e-06 BestFitness=8.92155e-06
AvgFitness=6.51189e-06 StdDev=4.94136e-07 GenBestFitness=8.09607e-06 GenLowestFitness=5.63326e-06 BestFitness=8.92155e-06
AvgFitness=6.56937e-06 StdDev=4.66031e-07 GenBestFitness=7.87538e-06 GenLowestFitness=5.64184e-06 BestFitness=8.92155e-06
AvgFitness=6.55096e-06 StdDev=4.2076e-07 GenBestFitness=8.13197e-06 GenLowestFitness=5.51837e-06 BestFitness=8.92155e-06
AvgFitness=6.53347e-06 StdDev=4.12273e-07 GenBestFitness=7.55371e-06 GenLowestFitness=5.65983e-06 BestFitness=8.92155e-06
AvgFitness=6.53888e-06 StdDev=5.30963e-07 GenBestFitness=8.62586e-06 GenLowestFitness=5.52133e-06 BestFitness=8.92155e-06
AvgFitness=6.50639e-06 StdDev=4.91077e-07 GenBestFitness=7.91326e-06 GenLowestFitness=5.65436e-06 BestFitness=8.92155e-06
