AvgFitness=6.44891e-06 StdDev=4.82415e-07 GenBestFitness=8.51457e-06 GenLowestFitness=5.42294e-06 BestFitness=8.51457e-06
AvgFitness=7.1257e-06 StdDev=4.58814e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.13371e-06 StdDev=4.3616e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.18454e-06 StdDev=4.6514e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.18537e-06 StdDev=4.64588e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.22205e-06 StdDev=4.47307e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.2817e-06 StdDev=3.96389e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.32546e-06 StdDev=3.49493e-07 GenBestFitness=7.80004e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.33859e-06 StdDev=3.44596e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.36131e-06 StdDev=3.1522e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.35256e-06 StdDev=3.3261e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.34223e-06 StdDev=3.4474e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.36518e-06 StdDev=2.99796e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.15318e-06 BestFitness=8.51457e-06
AvgFitness=7.37991e-06 StdDev=2.90685e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.49077e-06 BestFitness=8.51457e-06
AvgFitness=7.35926e-06 StdDev=2.7543e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.49077e-06 BestFitness=8.51457e-06
AvgFitness=7.38624e-06 StdDev=2.53873e-07 GenBestFitness=7.7221e-06 GenLowestFitness=6.83866e-06 BestFitness=8.51457e-06
AvgFitness=7.4433e-06 StdDev=2.67067e-07 GenBestFitness=8.12073e-06 GenLowestFitness=6.83866e-06 BestFitness=8.51457e-06
AvgFitness=7.46385e-06 StdDev=2.69672e-07 GenBestFitness=8.12073e-06 GenLowestFitness=6.83866e-06 BestFitness=8.51457e-06
AvgFitness=7.47221e-06 StdDev=2.65213e-07 GenBestFitness=8.12073e-06 GenLowestFitness=6.83866e-06 BestFitness=8.51457e-06
AvgFitness=7.4647e-06 StdDev=2.65735e-07 GenBestFitness=8.12073e-06 GenLowestFitness=6.82702e-06 BestFitness=8.51457e-06
AvgFitness=7.47204e-06 StdDev=2.37578e-07 GenBestFitness=8.12073e-06 GenLowestFitness=6.82702e-06 BestFitness=8.51457e-06
AvgFitness=7.47575e-06 StdDev=2.3621e-07 GenBestFitness=8.12073e-06 GenLowestFitness=6.82702e-06 BestFitness=8.51457e-06
AvgFitness=7.49766e-06 StdDev=2.62727e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.82154e-06 BestFitness=8.51457e-06
AvgFitness=7.53128e-06 StdDev=3.07179e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.68589e-06 BestFitness=8.51457e-06
AvgFitness=7.54868e-06 StdDev=3.32244e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.68589e-06 BestFitness=8.51457e-06
AvgFitness=7.58178e-06 StdDev=3.65853e-07 GenBestFitness=8.40969e-06 GenLowestFitness=6.59504e-06 BestFitness=8.51457e-06
AvgFitness=7.63095e-06 StdDev=3.3362e-07 GenBestFitness=8.40969e-06 GenLowestFitness=6.82154e-06 BestFitness=8.51457e-06
AvgFitness=7.61872e-06 StdDev=3.6207e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.43773e-06 BestFitness=8.51457e-06
AvgFitness=7.6508e-06 StdDev=3.23523e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.97572e-06 BestFitness=8.51457e-06
AvgFitness=7.66478e-06 StdDev=3.35834e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.65778e-06 BestFitness=8.51457e-06
AvgFitness=7.667e-06 StdDev=3.48238e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.65778e-06 BestFitness=8.51457e-06
AvgFitness=7.72732e-06 StdDev=3.32386e-07 GenBestFitness=8.19087e-06 GenLowestFitness=7.11113e-06 BestFitness=8.51457e-06
AvgFitness=7.70163e-06 StdDev=3.14073e-07 GenBestFitness=8.19087e-06 GenLowestFitness=7.11113e-06 BestFitness=8.51457e-06
AvgFitness=7.7332e-06 StdDev=3.43592e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.76339e-06 BestFitness=8.51457e-06
AvgFitness=7.75602e-06 StdDev=3.45931e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.76339e-06 BestFitness=8.51457e-06
AvgFitness=7.78948e-06 StdDev=3.6954e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.76339e-06 BestFitness=8.51457e-06
AvgFitness=7.78385e-06 StdDev=3.70672e-07 GenBestFitness=8.27467e-06 GenLowestFitness=6.76339e-06 BestFitness=8.51457e-06
AvgFitness=7.88918e-06 StdDev=3.02443e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.76339e-06 BestFitness=8.51457e-06
AvgFitness=7.90506e-06 StdDev=2.79089e-07 GenBestFitness=8.19087e-06 GenLowestFitness=6.76339e-06 BestFitness=8.51457e-06
AvgFitness=7.91304e-06 StdDev=2.51745e-07 GenBestFitness=8.19087e-06 GenLowestFitness=7.1344e-06 BestFitness=8.51457e-06
AvgFitness=7.93535e-06 StdDev=2.57301e-07 GenBestFitness=8.19087e-06 GenLowestFitness=7.1344e-06 BestFitness=8.51457e-06
AvgFitness=7.93401e-06 StdDev=2.60197e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.51457e-06
AvgFitness=7.95905e-06 StdDev=2.83518e-07 GenBestFitness=8.96794e-06 GenLowestFitness=7.1344e-06 BestFitness=8.96794e-06
AvgFitness=7.98676e-06 StdDev=2.83195e-07 GenBestFitness=8.97402e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=7.98344e-06 StdDev=2.57766e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=7.97405e-06 StdDev=2.96291e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=7.9378e-06 StdDev=3.23329e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=7.98079e-06 StdDev=3.07777e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=7.98905e-06 StdDev=3.09736e-07 GenBestFitness=8.40598e-06 GenLowestFitness=6.84367e-06 BestFitness=8.97402e-06
AvgFitness=8.00798e-06 StdDev=2.96275e-07 GenBestFitness=8.40598e-06 GenLowestFitness=6.84367e-06 BestFitness=8.97402e-06
AvgFitness=7.9715e-06 StdDev=3.29253e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=8.03265e-06 StdDev=3.0835e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=8.02187e-06 StdDev=2.93094e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=8.03974e-06 StdDev=2.40396e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.1344e-06 BestFitness=8.97402e-06
AvgFitness=8.06484e-06 StdDev=1.71366e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.68575e-06 BestFitness=8.97402e-06
AvgFitness=8.07162e-06 StdDev=1.83641e-07 GenBestFitness=8.43971e-06 GenLowestFitness=7.68575e-06 BestFitness=8.97402e-06
AvgFitness=8.08242e-06 StdDev=1.72631e-07 GenBestFitness=8.43971e-06 GenLowestFitness=7.6032e-06 BestFitness=8.97402e-06
AvgFitness=8.0761e-06 StdDev=1.63777e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.6032e-06 BestFitness=8.97402e-06
AvgFitness=8.10025e-06 StdDev=1.47549e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.6032e-06 BestFitness=8.97402e-06
AvgFitness=8.10032e-06 StdDev=1.67577e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.33156e-06 BestFitness=8.97402e-06
AvgFitness=8.10076e-06 StdDev=1.40259e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.7221e-06 BestFitness=8.97402e-06
AvgFitness=8.08149e-06 StdDev=1.29053e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.66656e-06 BestFitness=8.97402e-06
AvgFitness=8.08672e-06 StdDev=1.36394e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.66656e-06 BestFitness=8.97402e-06
AvgFitness=8.07039e-06 StdDev=1.35853e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.66656e-06 BestFitness=8.97402e-06
AvgFitness=8.08567e-06 StdDev=1.22259e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.7221e-06 BestFitness=8.97402e-06
AvgFitness=8.06561e-06 StdDev=1.36835e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.59445e-06 BestFitness=8.97402e-06
AvgFitness=8.05347e-06 StdDev=1.4191e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.59445e-06 BestFitness=8.97402e-06
AvgFitness=8.05848e-06 StdDev=1.34984e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.59445e-06 BestFitness=8.97402e-06
AvgFitness=8.04657e-06 StdDev=1.331e-07 GenBestFitness=8.40598e-06 GenLowestFitness=7.59445e-06 BestFitness=8.97402e-06
AvgFitness=8.04471e-06 StdDev=1.37765e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.59445e-06 BestFitness=8.97402e-06
AvgFitness=8.05068e-06 StdDev=1.24487e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.59445e-06 BestFitness=8.97402e-06
AvgFitness=8.04371e-06 StdDev=1.62358e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.49157e-06 BestFitness=8.97402e-06
AvgFitness=8.02354e-06 StdDev=1.63566e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.49157e-06 BestFitness=8.97402e-06
AvgFitness=8.04852e-06 StdDev=2.06123e-07 GenBestFitness=8.96086e-06 GenLowestFitness=7.29169e-06 BestFitness=8.97402e-06
AvgFitness=8.0451e-06 StdDev=2.1281e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.49157e-06 BestFitness=8.97402e-06
AvgFitness=8.09399e-06 StdDev=1.95429e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.49157e-06 BestFitness=8.97402e-06
AvgFitness=8.11971e-06 StdDev=2.19617e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.44604e-06 BestFitness=8.97402e-06
AvgFitness=8.13791e-06 StdDev=2.39546e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.12535e-06 StdDev=2.295e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.12785e-06 StdDev=2.37444e-07 GenBestFitness=8.83437e-06 GenLowestFitness=7.52693e-06 BestFitness=8.97402e-06
AvgFitness=8.14572e-06 StdDev=2.61454e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.52693e-06 BestFitness=8.97402e-06
AvgFitness=8.13961e-06 StdDev=2.41994e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.52693e-06 BestFitness=8.97402e-06
AvgFitness=8.19795e-06 StdDev=2.82142e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.52693e-06 BestFitness=8.97402e-06
AvgFitness=8.23717e-06 StdDev=3.07021e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.26081e-06 StdDev=3.30385e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.24117e-06 StdDev=3.06817e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.24693e-06 StdDev=2.99908e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.27438e-06 StdDev=3.20205e-07 GenBestFitness=8.92764e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.27176e-06 StdDev=3.20992e-07 GenBestFitness=8.92764e-06 GenLowestFitness=7.61933e-06 BestFitness=8.97402e-06
AvgFitness=8.30802e-06 StdDev=3.1105e-07 GenBestFitness=8.92764e-06 GenLowestFitness=7.72264e-06 BestFitness=8.97402e-06
AvgFitness=8.28639e-06 StdDev=3.03257e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.50455e-06 BestFitness=8.97402e-06
AvgFitness=8.29459e-06 StdDev=2.9639e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.50455e-06 BestFitness=8.97402e-06
AvgFitness=8.31303e-06 StdDev=3.23087e-07 GenBestFitness=8.82541e-06 GenLowestFitness=7.50455e-06 BestFitness=8.97402e-06
AvgFitness=8.33536e-06 StdDev=3.17542e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.50455e-06 BestFitness=8.97402e-06
AvgFitness=8.28199e-06 StdDev=3.20444e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.50455e-06 BestFitness=8.97402e-06
AvgFitness=8.3488e-06 StdDev=3.20223e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.72264e-06 BestFitness=8.97402e-06
AvgFitness=8.32191e-06 StdDev=3.27487e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.72264e-06 BestFitness=8.97402e-06
AvgFitness=8.35695e-06 StdDev=3.39386e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.72264e-06 BestFitness=8.97402e-06
AvgFitness=8.4428e-06 StdDev=3.1431e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.72264e-06 BestFitness=8.97402e-06
AvgFitness=8.44634e-06 StdDev=3.11214e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.85319e-06 BestFitness=8.97402e-06
AvgFitness=8.46355e-06 StdDev=3.10226e-07 GenBestFitness=8.76173e-06 GenLowestFitness=7.771e-06 BestFitness=8.97402e-06
AvgFitness=8.43891e-06 StdDev=3.24195e-07 GenBestFitness=8.76173e-06 GenLowestFitness=7.771e-06 BestFitness=8.97402e-06
AvgFitness=8.51475e-06 StdDev=2.89514e-07 GenBestFitness=8.76173e-06 GenLowestFitness=7.771e-06 BestFitness=8.97402e-06
AvgFitness=8.51778e-06 StdDev=2.8185e-07 GenBestFitness=8.76173e-06 GenLowestFitness=7.771e-06 BestFitness=8.97402e-06
AvgFitness=8.50185e-06 StdDev=2.80726e-07 GenBestFitness=8.76173e-06 GenLowestFitness=7.771e-06 BestFitness=8.97402e-06
AvgFitness=8.51852e-06 StdDev=2.73279e-07 GenBestFitness=8.76173e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.51671e-06 StdDev=2.66429e-07 GenBestFitness=8.76173e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.48891e-06 StdDev=2.84818e-07 GenBestFitness=8.82005e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.5147e-06 StdDev=2.57267e-07 GenBestFitness=8.82005e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.51404e-06 StdDev=2.44876e-07 GenBestFitness=8.82005e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.54841e-06 StdDev=2.25765e-07 GenBestFitness=8.82005e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.57438e-06 StdDev=2.09181e-07 GenBestFitness=8.82005e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.57734e-06 StdDev=2.14071e-07 GenBestFitness=8.82005e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.60281e-06 StdDev=1.84584e-07 GenBestFitness=8.82005e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.61669e-06 StdDev=1.66318e-07 GenBestFitness=8.75084e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.60512e-06 StdDev=1.76834e-07 GenBestFitness=8.75084e-06 GenLowestFitness=7.99788e-06 BestFitness=8.97402e-06
AvgFitness=8.6233e-06 StdDev=1.46693e-07 GenBestFitness=8.75084e-06 GenLowestFitness=8.03422e-06 BestFitness=8.97402e-06
AvgFitness=8.63255e-06 StdDev=1.31543e-07 GenBestFitness=8.75084e-06 GenLowestFitness=8.05203e-06 BestFitness=8.97402e-06
AvgFitness=8.63898e-06 StdDev=1.32418e-07 GenBestFitness=8.96506e-06 GenLowestFitness=7.99822e-06 BestFitness=8.97402e-06
AvgFitness=8.64951e-06 StdDev=1.02379e-07 GenBestFitness=8.96506e-06 GenLowestFitness=8.26608e-06 BestFitness=8.97402e-06
AvgFitness=8.63783e-06 StdDev=1.16875e-07 GenBestFitness=8.69096e-06 GenLowestFitness=8.0574e-06 BestFitness=8.97402e-06
AvgFitness=8.63232e-06 StdDev=1.28369e-07 GenBestFitness=8.69096e-06 GenLowestFitness=8.0574e-06 BestFitness=8.97402e-06
AvgFitness=8.63015e-06 StdDev=1.37614e-07 GenBestFitness=8.68218e-06 GenLowestFitness=8.0574e-06 BestFitness=8.97402e-06
AvgFitness=8.64134e-06 StdDev=1.19874e-07 GenBestFitness=8.68218e-06 GenLowestFitness=8.0574e-06 BestFitness=8.97402e-06
AvgFitness=8.63743e-06 StdDev=1.38529e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.87427e-06 BestFitness=8.97402e-06
AvgFitness=8.62903e-06 StdDev=1.47384e-07 GenBestFitness=8.68218e-06 GenLowestFitness=7.87427e-06 BestFitness=8.97402e-06
AvgFitness=8.62514e-06 StdDev=1.39714e-07 GenBestFitness=8.96506e-06 GenLowestFitness=7.87427e-06 BestFitness=8.97402e-06
AvgFitness=8.64146e-06 StdDev=1.0759e-07 GenBestFitness=8.96506e-06 GenLowestFitness=7.87427e-06 BestFitness=8.97402e-06
AvgFitness=8.64319e-06 StdDev=8.44723e-08 GenBestFitness=8.96506e-06 GenLowestFitness=8.35315e-06 BestFitness=8.97402e-06
AvgFitness=8.64977e-06 StdDev=9.53833e-08 GenBestFitness=8.96506e-06 GenLowestFitness=8.35315e-06 BestFitness=8.97402e-06
AvgFitness=8.63085e-06 StdDev=9.14742e-08 GenBestFitness=8.96506e-06 GenLowestFitness=8.35315e-06 BestFitness=8.97402e-06
AvgFitness=8.63768e-06 StdDev=8.63533e-08 GenBestFitness=8.96506e-06 GenLowestFitness=8.43331e-06 BestFitness=8.97402e-06
AvgFitness=8.62264e-06 StdDev=8.92783e-08 GenBestFitness=8.76758e-06 GenLowestFitness=8.25094e-06 BestFitness=8.97402e-06
AvgFitness=8.61134e-06 StdDev=1.27218e-07 GenBestFitness=8.80608e-06 GenLowestFitness=7.9786e-06 BestFitness=8.97402e-06
AvgFitness=8.62349e-06 StdDev=1.26557e-07 GenBestFitness=8.90289e-06 GenLowestFitness=7.9786e-06 BestFitness=8.97402e-06
AvgFitness=8.63221e-06 StdDev=1.57565e-07 GenBestFitness=8.90289e-06 GenLowestFitness=7.9786e-06 BestFitness=8.97402e-06
AvgFitness=8.65145e-06 StdDev=1.13312e-07 GenBestFitness=8.90289e-06 GenLowestFitness=7.9786e-06 BestFitness=8.97402e-06
AvgFitness=8.65156e-06 StdDev=9.29934e-08 GenBestFitness=8.80608e-06 GenLowestFitness=8.29494e-06 BestFitness=8.97402e-06
AvgFitness=8.65675e-06 StdDev=9.18803e-08 GenBestFitness=8.80608e-06 GenLowestFitness=8.29494e-06 BestFitness=8.97402e-06
AvgFitness=8.66415e-06 StdDev=8.02281e-08 GenBestFitness=8.80608e-06 GenLowestFitness=8.29494e-06 BestFitness=8.97402e-06
AvgFitness=8.67184e-06 StdDev=7.44604e-08 GenBestFitness=8.80608e-06 GenLowestFitness=8.46192e-06 BestFitness=8.97402e-06
AvgFitness=8.67465e-06 StdDev=7.54133e-08 GenBestFitness=8.80608e-06 GenLowestFitness=8.46192e-06 BestFitness=8.97402e-06
AvgFitness=8.65322e-06 StdDev=8.54702e-08 GenBestFitness=8.80608e-06 GenLowestFitness=8.46192e-06 BestFitness=8.97402e-06
AvgFitness=8.65562e-06 StdDev=7.97634e-08 GenBestFitness=8.80608e-06 GenLowestFitness=8.46192e-06 BestFitness=8.97402e-06
AvgFitness=8.65725e-06 StdDev=8.39939e-08 GenBestFitness=8.8764e-06 GenLowestFitness=8.3736e-06 BestFitness=8.97402e-06
AvgFitness=8.66257e-06 StdDev=8.97545e-08 GenBestFitness=8.8764e-06 GenLowestFitness=8.3736e-06 BestFitness=8.97402e-06
AvgFitness=8.67173e-06 StdDev=8.28257e-08 GenBestFitness=8.8764e-06 GenLowestFitness=8.46192e-06 BestFitness=8.97402e-06
AvgFitness=8.65812e-06 StdDev=1.02068e-07 GenBestFitness=8.92079e-06 GenLowestFitness=8.20022e-06 BestFitness=8.97402e-06
AvgFitness=8.66278e-06 StdDev=1.3848e-07 GenBestFitness=8.92079e-06 GenLowestFitness=7.95119e-06 BestFitness=8.97402e-06
AvgFitness=8.66539e-06 StdDev=1.16377e-07 GenBestFitness=8.92079e-06 GenLowestFitness=8.29263e-06 BestFitness=8.97402e-06
AvgFitness=8.67812e-06 StdDev=1.16829e-07 GenBestFitness=8.98956e-06 GenLowestFitness=8.29263e-06 BestFitness=8.98956e-06
AvgFitness=8.6475e-06 StdDev=1.16198e-07 GenBestFitness=8.8764e-06 GenLowestFitness=8.29263e-06 BestFitness=8.98956e-06
AvgFitness=8.65047e-06 StdDev=1.23092e-07 GenBestFitness=8.8764e-06 GenLowestFitness=8.29263e-06 BestFitness=8.98956e-06
AvgFitness=8.63749e-06 StdDev=1.26431e-07 GenBestFitness=8.8764e-06 GenLowestFitness=8.29263e-06 BestFitness=8.98956e-06
AvgFitness=8.64283e-06 StdDev=1.25323e-07 GenBestFitness=8.8764e-06 GenLowestFitness=8.40494e-06 BestFitness=8.98956e-06
AvgFitness=8.66309e-06 StdDev=1.25427e-07 GenBestFitness=8.8764e-06 GenLowestFitness=8.42879e-06 BestFitness=8.98956e-06
AvgFitness=8.66001e-06 StdDev=1.36805e-07 GenBestFitness=8.8764e-06 GenLowestFitness=8.46192e-06 BestFitness=8.98956e-06
AvgFitness=8.65423e-06 StdDev=1.43904e-07 GenBestFitness=9.10615e-06 GenLowestFitness=8.38675e-06 BestFitness=9.10615e-06
AvgFitness=8.65164e-06 StdDev=1.30864e-07 GenBestFitness=8.89914e-06 GenLowestFitness=8.26307e-06 BestFitness=9.10615e-06
AvgFitness=8.64052e-06 StdDev=1.28743e-07 GenBestFitness=8.8764e-06 GenLowestFitness=8.04726e-06 BestFitness=9.10615e-06
AvgFitness=8.65258e-06 StdDev=1.27903e-07 GenBestFitness=9.01826e-06 GenLowestFitness=8.44714e-06 BestFitness=9.10615e-06
AvgFitness=8.66542e-06 StdDev=1.50865e-07 GenBestFitness=9.33203e-06 GenLowestFitness=8.20992e-06 BestFitness=9.33203e-06
AvgFitness=8.67752e-06 StdDev=1.99272e-07 GenBestFitness=9.33203e-06 GenLowestFitness=7.82278e-06 BestFitness=9.33203e-06
AvgFitness=8.67365e-06 StdDev=1.39173e-07 GenBestFitness=9.01826e-06 GenLowestFitness=8.20992e-06 BestFitness=9.33203e-06
AvgFitness=8.67516e-06 StdDev=1.36099e-07 GenBestFitness=9.01826e-06 GenLowestFitness=8.1569e-06 BestFitness=9.33203e-06
AvgFitness=8.65872e-06 StdDev=1.42336e-07 GenBestFitness=9.01826e-06 GenLowestFitness=8.1569e-06 BestFitness=9.33203e-06
